_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.2286.tender.lots.0,0.releases.2286,0,1,Tender for provision VIP Transport Services for civil servants across the country, VVIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2286.tender.lots.1,0.releases.2286,0,2,Tender for provision VIP Transport Services for civil servants across the country,VIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2287.tender.lots.0,0.releases.2287,0,1,Tender for provision VIP Transport Services for civil servants across the country, VVIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2287.tender.lots.1,0.releases.2287,0,2,Tender for provision VIP Transport Services for civil servants across the country,VIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2288.tender.lots.0,0.releases.2288,0,1,Tender for provision VIP Transport Services for civil servants across the country, VVIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2288.tender.lots.1,0.releases.2288,0,2,Tender for provision VIP Transport Services for civil servants across the country,VIP Transport Services for civil servants across the country,active,1000000000,RWF,allowed
0.releases.2289.tender.lots.0,0.releases.2289,0,1,SUPPLY OF LABORATORY CONSUMABLES,,active,10000000,RWF,allowed
0.releases.2289.tender.lots.1,0.releases.2289,0,1,SUPPLY OF LABORATORY CONSUMABLES,,active,10000000,RWF,allowed
0.releases.2290.tender.lots.0,0.releases.2290,0,1,Building and asset insurances,Building and asset insurances,active,6000000,RWF,allowed
0.releases.2290.tender.lots.1,0.releases.2290,0,1,Building and asset insurances,Building and asset insurances,active,6000000,RWF,allowed
0.releases.2291.tender.lots.0,0.releases.2291,0,1,Provision of garage services for RP Karongi College Vehicles under framework Contract,Provision of garage services for RP Karongi College Vehicles under framework Contract,active,14987369,RWF,allowed
0.releases.2291.tender.lots.1,0.releases.2291,0,1,Provision of garage services for RP Karongi College Vehicles under framework Contract,Provision of garage services for RP Karongi College Vehicles under framework Contract,active,14987369,RWF,allowed
0.releases.2292.tender.lots.0,0.releases.2292,0,1,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,active,3000000,RWF,allowed
0.releases.2292.tender.lots.1,0.releases.2292,0,2,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,active,3000000,RWF,allowed
0.releases.2292.tender.lots.2,0.releases.2292,0,4,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,active,3000000,RWF,allowed
0.releases.2292.tender.lots.3,0.releases.2292,0,5,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,RE- ADVERTISEMENT Acquisition of Sport  Facilities for  the Parliament of Rwanda,active,3000000,RWF,allowed
0.releases.2294.tender.lots.0,0.releases.2294,0,1,Framework tender for Cleaning services,Framework tender for Cleaning services,active,42152078,RWF,allowed
0.releases.2296.tender.lots.0,0.releases.2296,0,1,Supply and installation of submerged water pump with electrical floater at Muhabura Building at UR CST (Re-adverised) ,,active,15000000,RWF,allowed
0.releases.2297.tender.lots.0,0.releases.2297,0,1,Insurance of minaffet vip cars,Insurance of minaffet vip cars,active,32000000,RWF,allowed
0.releases.2299.tender.lots.0,0.releases.2299,0,1,TRAINING DPOs,TRAINING DPOs,active,70000000,RWF,allowed
0.releases.2300.tender.lots.0,0.releases.2300,0,1,Supply of Animal drugs to Nyagatare Campus,,active,10000000,RWF,allowed
0.releases.2301.tender.lots.0,0.releases.2301,0,1,Supply of Farming Tools and Materials,,active,30000000,RWF,allowed
0.releases.2302.tender.lots.0,0.releases.2302,0,1,"Supply of Fuel to NPPA Vehicles, Motorcycles and Generator/Framework Contract/Re-Advertised",,active,45200000,RWF,allowed
0.releases.2303.tender.lots.0,0.releases.2303,0,1,Provision of decoration services,Provision of decoration services,active,40000000,RWF,allowed
0.releases.2303.tender.lots.1,0.releases.2303,0,1,Provision of decoration services,Provision of decoration services,active,40000000,RWF,allowed
0.releases.2304.tender.lots.0,0.releases.2304,0,1,SUPERVISION FOR CONSTRUCTION OF 12 LATRINES AND ACCESSIBLE TOILET AT EP KARAMA IN JANJA SECTOR,SUPERVISION FOR CONSTRUCTION OF 12 LATRINES AND ACCESSIBLE TOILET AT EP KARAMA IN JANJA SECTOR,active,8000000,RWF,allowed
0.releases.2307.tender.lots.0,0.releases.2307,0,1,Supply of special need education equipment in schools,,active,40000000,RWF,allowed
0.releases.2308.tender.lots.0,0.releases.2308,0,1,"Tender of purchase Mattresses, bed covers, blankets, draps and others related",,active,17168588,RWF,allowed
0.releases.2309.tender.lots.0,0.releases.2309,0,1,Insurance of minaffet vip cars,Insurance of minaffet vip cars,active,32000000,RWF,allowed
0.releases.2311.tender.lots.0,0.releases.2311,0,1,Execution works for construction of science laboratory at Inyange Girls school,Execution works for construction of science laboratory at Inyange Girls school,active,236192387,RWF,allowed
0.releases.2311.tender.lots.1,0.releases.2311,0,1,Execution works for construction of science laboratory at Inyange Girls school,Execution works for construction of science laboratory at Inyange Girls school,active,236192387,RWF,allowed
0.releases.2312.tender.lots.0,0.releases.2312,0,1,"Tender of purchase Mattresses, bed covers, blankets, draps and others related",,active,17168588,RWF,allowed
0.releases.2313.tender.lots.0,0.releases.2313,0,1,Execution works for construction of science laboratory at Inyange Girls school,Execution works for construction of science laboratory at Inyange Girls school,active,236192387,RWF,allowed
0.releases.2313.tender.lots.1,0.releases.2313,0,1,Execution works for construction of science laboratory at Inyange Girls school,Execution works for construction of science laboratory at Inyange Girls school,active,236192387,RWF,allowed
0.releases.2314.tender.lots.0,0.releases.2314,0,1,Supply and installation of Hardware equipment-LOT 1,,active,4290445253,RWF,allowed
0.releases.2314.tender.lots.1,0.releases.2314,0,2,Supply and installation of Container Unit equipment-LOT 2,,active,962946755,RWF,allowed
0.releases.2315.tender.lots.0,0.releases.2315,0,1,consultancy services for supervision of road maintenance works in musanze,consultancy services for supervision of road maintenance works in musanze,active,100000000,RWF,allowed
0.releases.2316.tender.lots.0,0.releases.2316,0,1,Vaccination & Insemination through Veterinary Sanitary Mandate,Vaccination & Insemination through Veterinary Sanitary Mandate,active,10000000,RWF,allowed
0.releases.2317.tender.lots.0,0.releases.2317,0,1,PLUMBING DEVICES  ,,active,12000000,RWF,allowed
0.releases.2317.tender.lots.1,0.releases.2317,0,2,Supply and Install Backup Water Pump and Related Accessories,,active,21060000,RWF,allowed
0.releases.2317.tender.lots.2,0.releases.2317,0,1,PLUMBING DEVICES  ,,active,12000000,RWF,allowed
0.releases.2317.tender.lots.3,0.releases.2317,0,2,Supply and Install Backup Water Pump and Related Accessories,,active,21060000,RWF,allowed
0.releases.2318.tender.lots.0,0.releases.2318,0,1,Provision of internet services in RAEB offices,Provision of internet services in RAEB offices,active,9000000,RWF,allowed
0.releases.2319.tender.lots.0,0.releases.2319,0,1,LotNo1,,active,,,allowed
0.releases.2319.tender.lots.1,0.releases.2319,0,1,LotNo1,,active,,,allowed
0.releases.2320.tender.lots.0,0.releases.2320,0,1,Annual Framework tender for maintenance of roads in Huye District,Annual Framework tender for maintenance of roads in Huye District,active,70000000,RWF,allowed
0.releases.2322.tender.lots.0,0.releases.2322,0,1,"Provision of Fuels for Vehicles, Motorbikes and standby generator of Rulindo District","Provision of Fuels for Vehicles, Motorbikes and standby generator of Rulindo District",active,24000000,RWF,allowed
0.releases.2323.tender.lots.0,0.releases.2323,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2324.tender.lots.0,0.releases.2324,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2325.tender.lots.0,0.releases.2325,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2326.tender.lots.0,0.releases.2326,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2327.tender.lots.0,0.releases.2327,0,1,Implimentation of Nzove 3 water treatment plant upgrade,,active,10095310170,RWF,allowed
0.releases.2329.tender.lots.0,0.releases.2329,0,1,Supply of cows(Re-advertised),,active,20000000,RWF,allowed
0.releases.2329.tender.lots.1,0.releases.2329,0,1,Supply of cows(Re-advertised),,active,20000000,RWF,allowed
0.releases.2330.tender.lots.0,0.releases.2330,0,1,Supply of materials for Transit Center ,,active,20000000,RWF,allowed
0.releases.2330.tender.lots.1,0.releases.2330,0,2,Supply of food  for Transit Center ,,active,30000000,RWF,allowed
0.releases.2330.tender.lots.2,0.releases.2330,0,1,Supply of materials for Transit Center ,,active,20000000,RWF,allowed
0.releases.2330.tender.lots.3,0.releases.2330,0,2,Supply of food  for Transit Center ,,active,30000000,RWF,allowed
0.releases.2331.tender.lots.0,0.releases.2331,0,1,"on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025","on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025",active,10000000,RWF,allowed
0.releases.2332.tender.lots.0,0.releases.2332,0,1,Maintenance of Kibungo referral Hospital Vehicules   and Generator,KLTTH,active,31143704,RWF,allowed
0.releases.2333.tender.lots.0,0.releases.2333,0,1,"Provision of cleaning services, LOT 1 Public buildings Cleaning","Provision of cleaning services, LOT 1 Public buildings Cleaning",active,15000000,RWF,allowed
0.releases.2334.tender.lots.0,0.releases.2334,0,1,Acquisition of hygienic Materials for RCS Training School,,active,17800000,RWF,allowed
0.releases.2335.tender.lots.0,0.releases.2335,0,1,Hiring a service provider for mechanization services,Mechanization services,active,520000000,RWF,allowed
0.releases.2337.tender.lots.0,0.releases.2337,0,1,"Supply of plastic child friendly hand washing facilities to households with under 2 years children, pregnant women and home Based ECD",,active,91100100,RWF,allowed
0.releases.2338.tender.lots.0,0.releases.2338,0,1,Supply of special need education equipment in schools,,active,40000000,RWF,allowed
0.releases.2339.tender.lots.0,0.releases.2339,0,1,"Supply of plastic toilet sanitation facilities to Households with under 2 years children, pregnant women and Home based ECD",,active,134329650,RWF,allowed
0.releases.2340.tender.lots.0,0.releases.2340,0,1,"Supply of ceramic water filters to households with under 2 years children    and pregnant women, to community based ECD facilities and Home based ECD",,active,458640000,RWF,allowed
0.releases.2341.tender.lots.0,0.releases.2341,0,2,Construction of Krambo cell in Kiyombe Sector, Construction of Krambo cell in Kiyombe Sector,active,50000000,RWF,allowed
0.releases.2341.tender.lots.1,0.releases.2341,0,2,Construction of Krambo cell in Kiyombe Sector, Construction of Krambo cell in Kiyombe Sector,active,50000000,RWF,allowed
0.releases.2342.tender.lots.0,0.releases.2342,0,1,LotNo1,,active,,,allowed
0.releases.2342.tender.lots.1,0.releases.2342,0,1,Upgrading teaching & learning at Rwanda Polytechnic on integrated package (facilities & ICT-enabled pedagogy),,active,2356706344,RWF,allowed
0.releases.2343.tender.lots.0,0.releases.2343,0,1,LotNo1,,active,,,allowed
0.releases.2343.tender.lots.1,0.releases.2343,0,1,Upgrading teaching & learning at Rwanda Polytechnic on integrated package (facilities & ICT-enabled pedagogy),,active,2356706344,RWF,allowed
0.releases.2346.tender.lots.0,0.releases.2346,0,1,Supply and installation of spare parts for the liquid nitrogen plant,,active,180000000,RWF,allowed
0.releases.2347.tender.lots.0,0.releases.2347,0,1,Supply of furniture  at Ntare Louisenlund School,,active,16270000,RWF,allowed
0.releases.2349.tender.lots.0,0.releases.2349,0,1,Supply of four (4) electrical shearing machines with one motor power plant (for sheep),,active,12406012,RWF,allowed
0.releases.2350.tender.lots.0,0.releases.2350,0,1,Acquisition of foodstuff for trainees and trainers at RCS training school,,active,132095000,RWF,allowed
0.releases.2351.tender.lots.0,0.releases.2351,0,1,"Annual Framework Tender for Support to Animal artificial insemination, vaccination campaign and other veterinary services through Veterinary Sanitary Mandate","Annual Framework Tender for Support to Animal artificial insemination, vaccination campaign and other veterinary services through Veterinary Sanitary Mandate",active,36000000,RWF,allowed
0.releases.2353.tender.lots.0,0.releases.2353,0,1,Tender for management of Rugerero Cemetery,Tender for management of Rugerero Cemetery,active,1,RWF,allowed
0.releases.2360.tender.lots.0,0.releases.2360,0,1,Supply of Girinka Package,,active,7101491,RWF,allowed
0.releases.2365.tender.lots.0,0.releases.2365,0,1,TV services Lot one,TV services Lot one,active,3000000,RWF,allowed
0.releases.2365.tender.lots.1,0.releases.2365,0,2,Radio services Lot two,Radio services Lot two,active,2000000,RWF,allowed
0.releases.2365.tender.lots.2,0.releases.2365,0,3,Community radios lot three,Community radios lot three,active,2000000,RWF,allowed
0.releases.2365.tender.lots.3,0.releases.2365,0,4,News paper and Magazine lot four,News paper and Magazine lot four,active,2000000,RWF,allowed
0.releases.2365.tender.lots.4,0.releases.2365,0,5,On line Media services Lot 5,On line Media services Lot 5,active,2000000,RWF,allowed
0.releases.2365.tender.lots.5,0.releases.2365,0,6,Live streaming services lot 6,Live streaming services lot 6,active,1000000,RWF,allowed
0.releases.2366.tender.lots.0,0.releases.2366,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2367.tender.lots.0,0.releases.2367,0,1,TV services Lot one,TV services Lot one,active,3000000,RWF,allowed
0.releases.2367.tender.lots.1,0.releases.2367,0,2,Radio services Lot two,Radio services Lot two,active,2000000,RWF,allowed
0.releases.2367.tender.lots.2,0.releases.2367,0,3,Community radios lot three,Community radios lot three,active,2000000,RWF,allowed
0.releases.2367.tender.lots.3,0.releases.2367,0,4,News paper and Magazine lot four,News paper and Magazine lot four,active,2000000,RWF,allowed
0.releases.2367.tender.lots.4,0.releases.2367,0,5,On line Media services Lot 5,On line Media services Lot 5,active,2000000,RWF,allowed
0.releases.2367.tender.lots.5,0.releases.2367,0,6,Live streaming services lot 6,Live streaming services lot 6,active,1000000,RWF,allowed
0.releases.2370.tender.lots.0,0.releases.2370,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2371.tender.lots.0,0.releases.2371,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2372.tender.lots.0,0.releases.2372,0,1,Provide vaccination and insemination related activities(re-advirtising),Provide vaccination and insemination related activities(re-advirtising),active,92092020,RWF,allowed
0.releases.2372.tender.lots.1,0.releases.2372,0,1,Provide vaccination and insemination related activities(re-advirtising),Provide vaccination and insemination related activities(re-advirtising),active,92092020,RWF,allowed
0.releases.2373.tender.lots.0,0.releases.2373,0,1,Rehabilitation of non-functional rural water supply systems in Muhanga and Kamonyi Districts,Rehabilitation of non-functional rural water supply systems in Muhanga and Kamonyi Districts,active,3305402756,RWF,allowed
0.releases.2375.tender.lots.0,0.releases.2375,0,1,Supply of tyres for the Ministry of Environment vehicles,,active,12000000,RWF,allowed
0.releases.2377.tender.lots.0,0.releases.2377,0,1,WASH kits,,active,31144000,RWF,allowed
0.releases.2377.tender.lots.1,0.releases.2377,0,2,Cloths,,active,5227500,RWF,allowed
0.releases.2377.tender.lots.2,0.releases.2377,0,3,School materials,,active,6860000,RWF,allowed
0.releases.2377.tender.lots.3,0.releases.2377,0,1,WASH kits,,active,31144000,RWF,allowed
0.releases.2377.tender.lots.4,0.releases.2377,0,2,Cloths,,active,5227500,RWF,allowed
0.releases.2377.tender.lots.5,0.releases.2377,0,3,School materials,,active,6860000,RWF,allowed
0.releases.2378.tender.lots.0,0.releases.2378,0,1,Provision of Water Sanitation and Hygiene (WASH) facility rental services for Emergency Response,Provision of Water Sanitation and Hygiene (WASH) facility rental services for Emergency Response,active,50000000,RWF,allowed
0.releases.2379.tender.lots.0,0.releases.2379,0,1,insurance services for District assets,insurance services for District assets,active,24000000,RWF,allowed
0.releases.2380.tender.lots.0,0.releases.2380,0,1,Framework Agreement to Provide Home Broadband Solutions to Public Servants,Framework Agreement to Provide Home Broadband Solutions to Public Servants,active,500000000,RWF,allowed
0.releases.2381.tender.lots.0,0.releases.2381,0,1,Framework Agreement to Provide Home Broadband Solutions to Public Servants,Framework Agreement to Provide Home Broadband Solutions to Public Servants,active,500000000,RWF,allowed
0.releases.2382.tender.lots.0,0.releases.2382,0,1,Framework Agreement to Provide Home Broadband Solutions to Public Servants,Framework Agreement to Provide Home Broadband Solutions to Public Servants,active,500000000,RWF,allowed
0.releases.2383.tender.lots.0,0.releases.2383,0,1,Framework Agreement to Provide Home Broadband Solutions to Public Servants,Framework Agreement to Provide Home Broadband Solutions to Public Servants,active,500000000,RWF,allowed
0.releases.2384.tender.lots.0,0.releases.2384,0,1,Hiring audiovisual equipment and services,,active,40000000,RWF,allowed
0.releases.2386.tender.lots.0,0.releases.2386,0,1,"Construction of the Food Court/  Park Project, focusing on green building initiatives and environmental sustainability in Musanze District","Construction of the Food Court/  Park Project, focusing on green building initiatives and environmental sustainability in Musanze District",active,1325000000,RWF,allowed
0.releases.2389.tender.lots.0,0.releases.2389,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2389.tender.lots.1,0.releases.2389,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2390.tender.lots.0,0.releases.2390,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2390.tender.lots.1,0.releases.2390,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2393.tender.lots.0,0.releases.2393,0,1,Provision of decoration services,Provision of decoration services,active,40000000,RWF,allowed
0.releases.2393.tender.lots.1,0.releases.2393,0,1,Provision of decoration services,Provision of decoration services,active,40000000,RWF,allowed
0.releases.2395.tender.lots.0,0.releases.2395,0,1,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,active,251216494,RWF,allowed
0.releases.2396.tender.lots.0,0.releases.2396,0,1,"Recruitment of a Consultant to manage IIA Rwanda Business development, trainings and events Programs","Recruitment of a Consultant to manage IIA Rwanda Business development, trainings and events Programs",active,17500000,RWF,allowed
0.releases.2397.tender.lots.0,0.releases.2397,0,1,Supply of uniforms for RSB personnel under framework contract,,active,5000000,RWF,allowed
0.releases.2397.tender.lots.1,0.releases.2397,0,1,Supply of uniforms for RSB personnel under framework contract,,active,5000000,RWF,allowed
0.releases.2397.tender.lots.2,0.releases.2397,0,1,Supply of uniforms for RSB personnel under framework contract,,active,5000000,RWF,allowed
0.releases.2398.tender.lots.0,0.releases.2398,0,1,Providing cleaning service for Gicumbi Distric,Providing cleaning service for Gicumbi Distric,active,21368400,RWF,allowed
0.releases.2398.tender.lots.1,0.releases.2398,0,1,Providing cleaning service for Gicumbi Distric,Providing cleaning service for Gicumbi Distric,active,21368400,RWF,allowed
0.releases.2399.tender.lots.0,0.releases.2399,0,1,Construction of Selling point at Matinza in Rwinkwavu Sector,Construction of Selling point at Matinza in Rwinkwavu Sector,active,72516750,RWF,allowed
0.releases.2401.tender.lots.0,0.releases.2401,0,1,insurance services for District assets,insurance services for District assets,active,24000000,RWF,allowed
0.releases.2402.tender.lots.0,0.releases.2402,0,1,"Tender for framework contract for hiring public relations, marketing and communication services ",50000000,active,50000000,RWF,allowed
0.releases.2403.tender.lots.0,0.releases.2403,0,1,Framework Conultancy Tender for Maintenance and Upgrade of the SAP S4 HANA System,Consultancy Services,active,325000000,RWF,allowed
0.releases.2403.tender.lots.1,0.releases.2403,0,1,LotNo1,,active,,,allowed
0.releases.2403.tender.lots.2,0.releases.2403,0,1,Framework Conultancy Tender for Maintenance and Upgrade of the SAP S4 HANA System,Consultancy Services,active,325000000,RWF,allowed
0.releases.2404.tender.lots.0,0.releases.2404,0,2, Tender for upgrading of Rasano Health post Re-advertised, Tender for upgrading of Rasano Health post Re-advertised,active,430316480,RWF,allowed
0.releases.2405.tender.lots.0,0.releases.2405,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2406.tender.lots.0,0.releases.2406,0,1,Tender of maintenance and Repair non medical equipments,Tender of maintenance and Repair non medical equipments,active,5000,RWF,allowed
0.releases.2407.tender.lots.0,0.releases.2407,0,1,"Supply and installation of Laboratory Equipment (light cycler, Nanodrop, thermocycler) for MSc and PhD in Biotechnology",,active,42525000,RWF,allowed
0.releases.2408.tender.lots.0,0.releases.2408,0,1,Tender for acquisition of orthopedic office chairs,,active,10000000,RWF,allowed
0.releases.2409.tender.lots.0,0.releases.2409,0,1,Tea break required for the RCS staff,,active,44915200,RWF,allowed
0.releases.2410.tender.lots.0,0.releases.2410,0,1,Tender for maintenance of RPPA offices,Tender for maintenance of RPPA offices,active,3000000,RWF,allowed
0.releases.2412.tender.lots.0,0.releases.2412,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2412.tender.lots.1,0.releases.2412,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2413.tender.lots.0,0.releases.2413,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2413.tender.lots.1,0.releases.2413,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2414.tender.lots.0,0.releases.2414,0,1,Supevision  Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,Supevision  Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,active,15000000,RWF,allowed
0.releases.2416.tender.lots.0,0.releases.2416,0,1, Supply of office stationaries and consumables  ,,active,17000000,RWF,allowed
0.releases.2416.tender.lots.1,0.releases.2416,0,1, Supply of office stationaries and consumables  ,,active,17000000,RWF,allowed
0.releases.2418.tender.lots.0,0.releases.2418,0,1,Tender for acquisition of orthopedic office chairs,,active,10000000,RWF,allowed
0.releases.2419.tender.lots.0,0.releases.2419,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2419.tender.lots.1,0.releases.2419,0,1,Framework tender for hiring of playgrounds for football and volley ball sport activities,Framework tender for hiring of playgrounds for football and volley ball sport activities,active,7200000,RWF,allowed
0.releases.2425.tender.lots.0,0.releases.2425,0,1,Purchase and Supply of lime (grade 1)/ha,,active,18000000,RWF,allowed
0.releases.2427.tender.lots.0,0.releases.2427,0,1,Tender for Supply of five generators at NPC and LPCs,,active,350000000,RWF,allowed
0.releases.2429.tender.lots.0,0.releases.2429,0,1,Provide vaccination and insemination related activities(re-advirtising),Provide vaccination and insemination related activities(re-advirtising),active,92092020,RWF,allowed
0.releases.2429.tender.lots.1,0.releases.2429,0,1,Provide vaccination and insemination related activities(re-advirtising),Provide vaccination and insemination related activities(re-advirtising),active,92092020,RWF,allowed
0.releases.2430.tender.lots.0,0.releases.2430,0,1,Purchase and Supply of compost/ha,,active,36000000,RWF,allowed
0.releases.2432.tender.lots.0,0.releases.2432,0,1,Framework Conultancy Tender for Maintenance and Upgrade of the SAP S4 HANA System,Consultancy Services,active,325000000,RWF,allowed
0.releases.2432.tender.lots.1,0.releases.2432,0,1,LotNo1,,active,,,allowed
0.releases.2432.tender.lots.2,0.releases.2432,0,1,Framework Conultancy Tender for Maintenance and Upgrade of the SAP S4 HANA System,Consultancy Services,active,325000000,RWF,allowed
0.releases.2433.tender.lots.0,0.releases.2433,0,1,SERVICE OF TRANSPORT (VEHICULE AND MOTOS) IN NGOMA DISTRICT,Good classification,active,48612177,RWF,allowed
0.releases.2435.tender.lots.0,0.releases.2435,0,1,"Seedlings preparation, planting and maintenance agroforestry (Grivelia,Caliandra lecena and Native species)","Seedlings preparation, planting and maintenance agroforestry (Grivelia,Caliandra lecena and Native species)",active,42099268,RWF,allowed
0.releases.2437.tender.lots.0,0.releases.2437,0,1,Supply of improved seeds(beans),,active,14760000,RWF,allowed
0.releases.2440.tender.lots.0,0.releases.2440,0,1,"Supply, installation and development of Forestry monitoring (carbon sequestration) application for Geospatial hu",,active,194888286,RWF,allowed
0.releases.2441.tender.lots.0,0.releases.2441,0,1, Supply of office stationaries and consumables  ,,active,17000000,RWF,allowed
0.releases.2441.tender.lots.1,0.releases.2441,0,1, Supply of office stationaries and consumables  ,,active,17000000,RWF,allowed
0.releases.2442.tender.lots.0,0.releases.2442,0,1,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,Rehabilitate Gaseke-Muyanza chipseal road (9.4km) by construction of bridges in Phase II in Gicumbi District,active,251216494,RWF,allowed
0.releases.2443.tender.lots.0,0.releases.2443,0,1,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,active,73187575,RWF,allowed
0.releases.2446.tender.lots.0,0.releases.2446,0,1,Hiring audiovisual equipment and services,,active,40000000,RWF,allowed
0.releases.2447.tender.lots.0,0.releases.2447,0,1,"Supply,planting and maintenance grasses(pennisetum porpoleum(urubingo) for new and existing Radical terraces and progressive terraces","Supply,planting and maintenance grasses(pennisetum porpoleum(urubingo) for new and existing Radical terraces and progressive terraces",active,38667178,RWF,allowed
0.releases.2449.tender.lots.0,0.releases.2449,0,1,"Riverbank protection with bamboo, Native tree species and shrubs with maintenance","Riverbank protection with bamboo, Native tree species and shrubs with maintenance",active,21583107,RWF,allowed
0.releases.2451.tender.lots.0,0.releases.2451,0,1,Provision of communication services (Closed user group) And airtime Top up for Kaduha Hospital staff,Provision of communication services (Closed user group) And airtime Top up for Kaduha Hospital staff,active,10800000,RWF,allowed
0.releases.2452.tender.lots.0,0.releases.2452,0,1,"Seedlings preparation, planting Fruit trees (9/hh with 3 different grafted species) with maintenance","Seedlings preparation, planting Fruit trees (9/hh with 3 different grafted species) with maintenance",active,13140000,RWF,allowed
0.releases.2454.tender.lots.0,0.releases.2454,0,1,Supply of Anaplasmosis vaccine,,active,200000000,RWF,allowed
0.releases.2454.tender.lots.1,0.releases.2454,0,1,Supply of Anaplasmosis vaccine,,active,200000000,RWF,allowed
0.releases.2455.tender.lots.0,0.releases.2455,0,1,Supply of Laboratory equipment and consumables for food safety in food processing research,,active,26360450,RWF,allowed
0.releases.2455.tender.lots.1,0.releases.2455,0,1,Supply of Laboratory equipment and consumables for food safety in food processing research,,active,26360450,RWF,allowed
0.releases.2456.tender.lots.0,0.releases.2456,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2456.tender.lots.1,0.releases.2456,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.2458.tender.lots.0,0.releases.2458,0,1,"Supply and installation of Laboratory Equipment (light cycler, Nanodrop, thermocycler) for MSc and PhD in Biotechnology",,active,42525000,RWF,allowed
0.releases.2458.tender.lots.1,0.releases.2458,0,1,"Supply and installation of Laboratory Equipment (light cycler, Nanodrop, thermocycler) for MSc and PhD in Biotechnology",,active,42525000,RWF,allowed
