_link,_link_releases,_link_main,id,name,roles,identifier_scheme,identifier_id,identifier_legalName,address_streetAddress,address_locality,address_region,address_postalCode,address_countryName,contactPoint_name,contactPoint_email,contactPoint_telephone
0.releases.1688.parties.17,0.releases.1688,0,RW-RRA-SUPLR-d0989b789788eb058cccb83a228d95f8d15edf255fe47f41f3f30fbaa8d8aa23,BRAND RWANDA ONLINE Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-d0989b789788eb058cccb83a228d95f8d15edf255fe47f41f3f30fbaa8d8aa23,BRAND RWANDA ONLINE Ltd,Kicukiro,RWA,,,Rwanda,WANDERA  Erneste,ernestewandera@gmail.com,787327506
0.releases.1688.parties.18,0.releases.1688,0,RW-RRA-SUPLR-3384dc2580df4d91a0d0e8651ca2d3a6e302bcc00ff6fe9e93a45b8ea2c269f6,ISIBO GROUP Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-3384dc2580df4d91a0d0e8651ca2d3a6e302bcc00ff6fe9e93a45b8ea2c269f6,ISIBO GROUP Ltd,"KK31Ave Kicukiro, kigali",RWA,,,Rwanda,KABANDA J DE DIEU,eric1tuyishimire@gmail.com,"788569965, 0788503567"
0.releases.1688.parties.19,0.releases.1688,0,RW-RRA-SUPLR-3d185f28259c3b6cd23a307a47781658b3eea463878bc63a88d2274cd7e390df,BTN TV Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-3d185f28259c3b6cd23a307a47781658b3eea463878bc63a88d2274cd7e390df,BTN TV Ltd,KN1,RWA,,,Rwanda,Kamanzi Hussein,kamanzihussein@gmail.com,"0788405245, 0788405245, 0789231262"
0.releases.1688.parties.20,0.releases.1688,0,RW-RRA-SUPLR-5b6eb626f45239d66ebe85dc01fba82aade4e1549342d3eb383d08d87c064037,B AND B KIGALI Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-5b6eb626f45239d66ebe85dc01fba82aade4e1549342d3eb383d08d87c064037,B AND B KIGALI Ltd,"gasabo , kinyinya",RWA,,XXXXX,Rwanda,BAGIRISHYA  Jean De Dieu,uwantegeclemy12@gmail.com,"787078096, 788316999"
0.releases.1688.parties.21,0.releases.1688,0,RW-RRA-SUPLR-8a3aabf66e332878e0d88092abc3620d0a662db1061098174b1e65543a1da230,ISANO RADIO FM Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-8a3aabf66e332878e0d88092abc3620d0a662db1061098174b1e65543a1da230,ISANO RADIO FM Ltd,INTARA Y'IBURENGERAZUBA-AKARERE KA RUBAVU-UMURENGE WA GISENYI,RWA,,,Rwanda,NIYIGENA  François,niyigenafrancois87@gmail.com,"0788486744, 0784316393"
0.releases.1688.parties.22,0.releases.1688,0,RW-RRA-SUPLR-54b966a4432fb55ffd43a72774cebeaa0950e0d74b8c8292b87bd8a8caed04d0,PACIS TELEVISION RWANDA (PACIS TV) Limited,"supplier,tenderer",TIN,RW-RRA-SUPLR-54b966a4432fb55ffd43a72774cebeaa0950e0d74b8c8292b87bd8a8caed04d0,PACIS TELEVISION RWANDA (PACIS TV) Limited,5 KG Street,RWA,,,Rwanda,KAMBANDA  Antoine,info@pacistv.rw,"0788207473, 0788814307"
0.releases.1688.parties.23,0.releases.1688,0,RW-RRA-SUPLR-f37087a68dbb44461beb1e037df419e70fb4ba41b0d5e51c41120183778ff5a4,BPLUS Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-f37087a68dbb44461beb1e037df419e70fb4ba41b0d5e51c41120183778ff5a4,BPLUS Ltd,MUHIMA-NYARUGENGE,RWA,,6092,Rwanda,Jean Damascene NGIRUWONSANGA,bplusrwanda@gmail.com,"0788305340, 0787028017"
0.releases.1688.parties.24,0.releases.1688,0,RW-RRA-SUPLR-91301cab7945fe3764266a492d5b81069583c77460225629b9ef7d28fd1f93b2,UMURYANGO GLOBAL NEWS Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-91301cab7945fe3764266a492d5b81069583c77460225629b9ef7d28fd1f93b2,UMURYANGO GLOBAL NEWS Ltd,Kigali-Rwanda,RWA,,00000,Rwanda,NIBAMUHOZE  Leonille,umuryangoglobalnews@gmail.com,"0788308594, 0788308594, 0788308594"
0.releases.1688.parties.25,0.releases.1688,0,RW-RRA-SUPLR-238abcd8a2ab62399a29d82963b63955a63458b474e15283f48564ff7a49af96,ISANGANO MEDIA Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-238abcd8a2ab62399a29d82963b63955a63458b474e15283f48564ff7a49af96,ISANGANO MEDIA Ltd,Kigali-karongi,RWA,,,Rwanda,NSHIMIYIMANA  Emmanuel,isanganomedialtd@gmail.com,782694492
0.releases.1688.parties.26,0.releases.1688,0,RW-RRA-SUPLR-54ea73c54d75eb13b9640fe612937b4599d3cc4e89ca5df0ffbb8ee739fca722,STAR MEDIA SA Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-54ea73c54d75eb13b9640fe612937b4599d3cc4e89ca5df0ffbb8ee739fca722,STAR MEDIA SA Ltd,nyarugenge,RWA,,,Rwanda,KARENZI  Samuel,samkarenzi2015@gmail.com,788849806
0.releases.1688.parties.27,0.releases.1688,0,RW-RRA-PE-86e489030e5aa09d815439696f4683d39ff7fe5f7ccde41486168d03e7d73cb7,RWANDA BROADCASTING AGENCY,supplier,TIN,RW-RRA-PE-86e489030e5aa09d815439696f4683d39ff7fe5f7ccde41486168d03e7d73cb7,RWANDA BROADCASTING AGENCY,KIGALI,KIGALI,KIGALI,83,Rwanda,Cleophas BARORE,mauakag@yahoo.co.uk,"0788615325, 0722198931"
0.releases.1689.parties.0,0.releases.1689,0,RW-RRA-PE-dea73b62a20052b2b9ebc1443cf2e0e8aeb684ba8746a1484ab3e71c4e83e736,REMERA RUKOMA HOSPITAL,"procuringEntity,buyer",TIN,RW-RRA-PE-dea73b62a20052b2b9ebc1443cf2e0e8aeb684ba8746a1484ab3e71c4e83e736,REMERA RUKOMA HOSPITAL,KAMONYI,KAMONYI,KAMONYI,,Rwanda,Dr Jaribu theogene,rukomahospital20@gmail.com,0788664504
0.releases.1689.parties.1,0.releases.1689,0,RW-RRA-SUPLR-13d6ca8fc2a9052178e1c4d208db67da884e15c6539f114b3d320b06c6c5481b,HOTEL  SAINT- ANDRE KABGAYI Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-13d6ca8fc2a9052178e1c4d208db67da884e15c6539f114b3d320b06c6c5481b,HOTEL  SAINT- ANDRE KABGAYI Ltd,GAHOGO :,RWA,,59,Rwanda,Prosper NIYONAGIRA,saintandrekabgayi@yahoo.fr,0788910305
0.releases.1689.parties.2,0.releases.1689,0,RW-RRA-SUPLR-989969058ad299a4897d65768164aa08ff9abbbe7da3000013a5cd99d69c2712,CHRIS COMPANY  LTD,tenderer,TIN,RW-RRA-SUPLR-989969058ad299a4897d65768164aa08ff9abbbe7da3000013a5cd99d69c2712,CHRIS COMPANY  LTD,kigali,RWA,,329 KIGALI,Rwanda,NIYOYIZERA  Andre,chrishotel2018@yahoo.com,"0788824398, 0788471201, 0785872805"
0.releases.1689.parties.3,0.releases.1689,0,RW-RRA-SUPLR-1dbc90c52a2389f8de1de7d8995e4fe1bb10c796d2b52938d50c93b3d755152e,TR-5 RESORT Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-1dbc90c52a2389f8de1de7d8995e4fe1bb10c796d2b52938d50c93b3d755152e,TR-5 RESORT Ltd,KAMONYI,RWA,,,Rwanda,MUKARUSINE  Appolinarie,allankac123@gmail.com,788455454
0.releases.1690.parties.0,0.releases.1690,0,RW-RRA-PE-dea73b62a20052b2b9ebc1443cf2e0e8aeb684ba8746a1484ab3e71c4e83e736,REMERA RUKOMA HOSPITAL,"procuringEntity,buyer",TIN,RW-RRA-PE-dea73b62a20052b2b9ebc1443cf2e0e8aeb684ba8746a1484ab3e71c4e83e736,REMERA RUKOMA HOSPITAL,KAMONYI,KAMONYI,KAMONYI,,Rwanda,Dr Jaribu theogene,rukomahospital20@gmail.com,0788664504
0.releases.1690.parties.1,0.releases.1690,0,RW-RRA-SUPLR-44993da56c695dc47b00833bf5d5d3e5bb0e385c2e79e00457fb9b41fdb9e6c3,GENIUS BUSINESS CENTER,tenderer,TIN,RW-RRA-SUPLR-44993da56c695dc47b00833bf5d5d3e5bb0e385c2e79e00457fb9b41fdb9e6c3,GENIUS BUSINESS CENTER,Kanyinya-Nyarugenge-MVK-Rwanda,RWA,,1555 Kigali-Rwanda,Rwanda,NKUNDABAGENZI  Jean Marie Vianney,geni20_20@yahoo.fr,0794275400
0.releases.1690.parties.2,0.releases.1690,0,RW-RRA-SUPLR-8012a8bfacd250daec130e4c8034433b6108254684858c45af42ce081d8f6ce5,ELEMENT INC. Ltd,tenderer,TIN,RW-RRA-SUPLR-8012a8bfacd250daec130e4c8034433b6108254684858c45af42ce081d8f6ce5,ELEMENT INC. Ltd,KN 3 Street,RWA,,4241,Rwanda,MUDAKIKWA  Justin,mdkjoe@gmail.com,788504585
0.releases.1690.parties.3,0.releases.1690,0,RW-RRA-SUPLR-ab8785952e1f72486b04a1b6830f06856c49ba015b1b5a2877c28c079b0d6aea,REALLY OPINIONS Ltd,tenderer,TIN,RW-RRA-SUPLR-ab8785952e1f72486b04a1b6830f06856c49ba015b1b5a2877c28c079b0d6aea,REALLY OPINIONS Ltd,NYARUGENGE,RWA,,,Rwanda,TUYIZERE  Jean Nepomuscene,jeanneptuyizere@gmail.com,"0785741792, 0728741792, 0733741792"
0.releases.1690.parties.4,0.releases.1690,0,RW-RRA-SUPLR-64060a1b9d128885b223cca3115df0355adf51738b117478725282a5c31c972c,TEDDY BUSINESS GROUP Ltd,tenderer,TIN,RW-RRA-SUPLR-64060a1b9d128885b223cca3115df0355adf51738b117478725282a5c31c972c,TEDDY BUSINESS GROUP Ltd,KIGALI-NYARUGENGE @ RUBANGURA House,RWA,,,Rwanda,NYIRANZIGIYE  Marie Therese,bijoux.agency2018@gmail.com,0788305228
0.releases.1690.parties.5,0.releases.1690,0,RW-RRA-SUPLR-00f64cf089dba2788161fe2ff1378bb7483d2517e337b064590444d1d6471a2c,TO DAY AND TOMORROW Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-00f64cf089dba2788161fe2ff1378bb7483d2517e337b064590444d1d6471a2c,TO DAY AND TOMORROW Ltd,NYARUGENGE MUHIMA,RWA,,,Rwanda,GATETE  Thacien,gatetetha@gmail.com,788309155
0.releases.1690.parties.6,0.releases.1690,0,RW-RRA-SUPLR-7d10a18a3499b944192e22a6aac1e7d5e6ce92f8cf40f51122286efa3249e884,BENI GROUP Ltd,tenderer,TIN,RW-RRA-SUPLR-7d10a18a3499b944192e22a6aac1e7d5e6ce92f8cf40f51122286efa3249e884,BENI GROUP Ltd,NYARUGENGE-NYARUGENGE,RWA,,,Rwanda,BIMANA  Adolphe,bimanaa4@gmail.com,782030322
0.releases.1690.parties.7,0.releases.1690,0,RW-RRA-SUPLR-6f3bc35e752556b18455174c78c5fc4b48380ca0d8383c731a70050068575d21,LYDDA BUSINNESS COMPANY Ltd,tenderer,TIN,RW-RRA-SUPLR-6f3bc35e752556b18455174c78c5fc4b48380ca0d8383c731a70050068575d21,LYDDA BUSINNESS COMPANY Ltd,Kicukiro-Kigarama-Rwampara-Ubumwe,RWA,,,Rwanda,NGIZWENAYO Emmanuel,lyddabusiness@gmail.com,"0785455085, 0789761982"
0.releases.1690.parties.8,0.releases.1690,0,RW-RRA-SUPLR-5c8aad9854268cce19b8a44fa3d6c28f76112b1d3a61437f436eb4fa1c8c8169,SUNPRINT Ltd,tenderer,TIN,RW-RRA-SUPLR-5c8aad9854268cce19b8a44fa3d6c28f76112b1d3a61437f436eb4fa1c8c8169,SUNPRINT Ltd,Kigali-Nyarugenege,RWA,,,Rwanda,Mukamusoni Regine,sunteckno@gmail.com,780319420
0.releases.1691.parties.0,0.releases.1691,0,RW-RRA-PE-9939ccf123fc7ef4cb55b70a95a3a34223cf9982f745a0311fa4ce14deb945f3,RWANDA STANDARDS BOARD (RSB),"procuringEntity,buyer",TIN,RW-RRA-PE-9939ccf123fc7ef4cb55b70a95a3a34223cf9982f745a0311fa4ce14deb945f3,RWANDA STANDARDS BOARD (RSB),KIGALI,KIGALI,KIGALI,7099,Rwanda,Raymond Murenzi,info@rsb.gov.rw,"0788303492, 3250"
0.releases.1691.parties.1,0.releases.1691,0,RW-RRA-SUPLR-93ed2f92f8ac531f9c67cc90a45080a43b1b306d47275803a9076e3541e0177e,LABWARE EAST AFRICA Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-93ed2f92f8ac531f9c67cc90a45080a43b1b306d47275803a9076e3541e0177e,LABWARE EAST AFRICA Ltd,Kibagabaga,RWA,,,Rwanda,Abuor Johanes John,abuor@labware.com,0784623475
0.releases.1692.parties.0,0.releases.1692,0,RW-RRA-PE-9e964cd44262c926a4a5a50ea0bfbd50e25296ddf13647fe399742c982e8567f,Building resilience of vulnerable communities to climate variability in Rwanda’s Congo  Nile Divide region through Forest and Landscape restoration (CND project),"buyer,procuringEntity",TIN,RW-RRA-PE-9e964cd44262c926a4a5a50ea0bfbd50e25296ddf13647fe399742c982e8567f,Building resilience of vulnerable communities to climate variability in Rwanda’s Congo  Nile Divide region through Forest and Landscape restoration (CND project),"Arboretum, Huye","Arboretum, Huye","Arboretum, Huye",46 Muhanga,Rwanda,Dr.NSENGUMUREMYI Concorde,frahiti@yahoo.com,0788854870
0.releases.1692.parties.1,0.releases.1692,0,RW-RRA-SUPLR-d8e5927755e00f936173951792a9c6699b7f5b6de61e712fb092dcfff20515cc,N.J.N COMPANY  LTD,tenderer,TIN,RW-RRA-SUPLR-d8e5927755e00f936173951792a9c6699b7f5b6de61e712fb092dcfff20515cc,N.J.N COMPANY  LTD,MBARARA :,RWA,,55 KIBUNGO,Rwanda,NKURUNZIZA  JANVIER,nkunzizajanvier79@gmail.com,0788409789
0.releases.1692.parties.2,0.releases.1692,0,RW-RRA-SUPLR-7f02bcd2c6e837c40d41068be50446741021d6f5c96e25d513bf07b14f92329d,"BIODIVERSITY CONSERVATION, ENVIRONMENTAL MANAGEMENT AND RURAL DEVELOPMENT EXPERTS (BIOCEM-RD)  LTD",tenderer,TIN,RW-RRA-SUPLR-7f02bcd2c6e837c40d41068be50446741021d6f5c96e25d513bf07b14f92329d,"BIODIVERSITY CONSERVATION, ENVIRONMENTAL MANAGEMENT AND RURAL DEVELOPMENT EXPERTS (BIOCEM-RD)  LTD",Kibagabaga :,RWA,,3080,Rwanda,NSHUTIYAYESU  SAMUEL,biocemrd@gmail.com,"0788355616, 0788843371, 0788576052"
0.releases.1692.parties.3,0.releases.1692,0,RW-RRA-SUPLR-de8f59fadb5c5daa4e7e775bca9dd4e009faab6853597ea33cf15ca69f960407,JD AND ASSOCIATES CONSULTANCY  LTD,tenderer,TIN,RW-RRA-SUPLR-de8f59fadb5c5daa4e7e775bca9dd4e009faab6853597ea33cf15ca69f960407,JD AND ASSOCIATES CONSULTANCY  LTD,Biryogo : Nyarugenge District,RWA,,462,Rwanda,MUKANKOMEJE - DENISE,djconsultancy.org@gmail.com,"0788878766, 0788878766"
0.releases.1692.parties.4,0.releases.1692,0,RW-RRA-SUPLR-5d42913771eaa75b9875e7c245361da7fe68f218ccaffc68d3dcca3a587a9f61,UT CPA LTD,tenderer,TIN,RW-RRA-SUPLR-5d42913771eaa75b9875e7c245361da7fe68f218ccaffc68d3dcca3a587a9f61,UT CPA LTD,KIGALI,RWA,,2242 ,Rwanda,THERESE UWAMARIYA,utcpa.ltd@gmail.com,0788303980
0.releases.1692.parties.5,0.releases.1692,0,RW-RRA-SUPLR-fd5d6eabedb22dde6f7281ea9a2b7c9bc80b0822e87e4c3262b023e9c6261d96,BEYCO Ltd,tenderer,TIN,RW-RRA-SUPLR-fd5d6eabedb22dde6f7281ea9a2b7c9bc80b0822e87e4c3262b023e9c6261d96,BEYCO Ltd,KIGALI,RWA,,,Rwanda,MIZERO Yves,beycoltd@gmail.com,"0788712187, 0788712187, 0788712187"
0.releases.1692.parties.6,0.releases.1692,0,RW-RRA-SUPLR-13d436837551b4f2484f156d311699342c4fefff032ddc286549a2490e3d8118,ENTREPRISE MULTISERVICES Ltd,tenderer,TIN,RW-RRA-SUPLR-13d436837551b4f2484f156d311699342c4fefff032ddc286549a2490e3d8118,ENTREPRISE MULTISERVICES Ltd,KG 14Ave 189,RWA,,5366 Kigali,Rwanda,MUREREREHE Sabin,samurererehe@yahoo.fr,788530159
0.releases.1693.parties.0,0.releases.1693,0,RW-RRA-PE-550da73998220eebea5a5f6d1b14ac7f00ba7e6835bf1c29910b8eb4234ab811,Rwanda Transport Development Agency (RTDA),"procuringEntity,buyer",TIN,RW-RRA-PE-550da73998220eebea5a5f6d1b14ac7f00ba7e6835bf1c29910b8eb4234ab811,Rwanda Transport Development Agency (RTDA),KG563 St.,KG563 St.,KG563 St.,6674 Kigali,Rwanda,Imena MUNYAMPENDA,info@rtda.gov.rw,0788519022
0.releases.1693.parties.1,0.releases.1693,0,RW-RRA-SUPLR-22d21c32ad4c6028eda993b63f4085a89f8e67a4c1d897641165d25a475aa2ad,HYCOGEC CONSULTANT  LTD,tenderer,TIN,RW-RRA-SUPLR-22d21c32ad4c6028eda993b63f4085a89f8e67a4c1d897641165d25a475aa2ad,HYCOGEC CONSULTANT  LTD,kamutwa :,RWA,,3382 KIGALI,Rwanda,RUTAGARAMA  Aimable,hycogec@ymail.com,"0788301068, 0783053290"
0.releases.1693.parties.2,0.releases.1693,0,RW-RRA-SUPLR-a94e148019a5dcf08395843f096db19eeb541c35c54d01f5434077d16eee65fd,BUREAU D'ETUDES KIADY Ltd,tenderer,TIN,RW-RRA-SUPLR-a94e148019a5dcf08395843f096db19eeb541c35c54d01f5434077d16eee65fd,BUREAU D'ETUDES KIADY Ltd,GASABO,RWA,,,Rwanda,NGABONZIZA Guy Olivier,bekiadyltd@gmail.com,788523995
0.releases.1693.parties.3,0.releases.1693,0,RW-RRA-SUPLR-224c116e067ad906a26227e49885d36f7736edfb6a8a87a36c0ab230765015b8,T AND M CONSTRUCTION  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-224c116e067ad906a26227e49885d36f7736edfb6a8a87a36c0ab230765015b8,T AND M CONSTRUCTION  LTD,"MUSANZE, RWANDA",RWA,,161 Musanze,Rwanda,NDAHIMANA Jean Paul,tandmconstructionltd@gmail.com,0783244476
0.releases.1693.parties.4,0.releases.1693,0,RW-RRA-SUPLR-8a4ba47ff680f7249cd3808171bcdfe81197187231d77f222ccca57dbef9e178,TECOS Ltd,tenderer,TIN,RW-RRA-SUPLR-8a4ba47ff680f7249cd3808171bcdfe81197187231d77f222ccca57dbef9e178,TECOS Ltd,"24 KG 607 St , TECOS House , Kimihurura - Gasabo , Kigali - Rwanda.",RWA,,2025,Rwanda,Joseph D'Alembert BIZIMANA,office@tecosltd.com,0788318555
0.releases.1693.parties.5,0.releases.1693,0,RW-RRA-SUPLR-d5951ee053846d883904eee1e514b5aa1f7c2d4a9d11f8365b21f57c438ff0fc,MULTI - CONSTRUCT Ltd,tenderer,TIN,RW-RRA-SUPLR-d5951ee053846d883904eee1e514b5aa1f7c2d4a9d11f8365b21f57c438ff0fc,MULTI - CONSTRUCT Ltd,KIGALI- NYARUGENGE,RWA,,4670 KIGALI,Rwanda,NYIRINGABO  Pierre,multiconstruct09@gmail.com,"788531403, 788531403, 788531403"
0.releases.1693.parties.6,0.releases.1693,0,RW-RRA-SUPLR-22c25f30501a63e781feb48bc4b7643a0b34a4dce9d4dac20767f9d0f6a69ef1,UNITED CONTRACTORS Ltd,tenderer,TIN,RW-RRA-SUPLR-22c25f30501a63e781feb48bc4b7643a0b34a4dce9d4dac20767f9d0f6a69ef1,UNITED CONTRACTORS Ltd,NYARUGENGE KIGALI,RWA,,4332,Rwanda,NSENGUMUREMYI Richard,unitedcontractorsltd1@gmail.com,0788304654
0.releases.1693.parties.7,0.releases.1693,0,RW-RRA-SUPLR-5edb00ca9d5e8523c6317fa6bdb1c5f315606fe0b390a2aad30d7aa113e7240f,PRISMA Limited,tenderer,TIN,RW-RRA-SUPLR-5edb00ca9d5e8523c6317fa6bdb1c5f315606fe0b390a2aad30d7aa113e7240f,PRISMA Limited,Kimironko,RWA,,4509,Rwanda,RUHANGA BINEGO  William,Prismaltd1@gmail.com,"788304560, 789677070"
0.releases.1694.parties.0,0.releases.1694,0,RW-RRA-PE-550da73998220eebea5a5f6d1b14ac7f00ba7e6835bf1c29910b8eb4234ab811,Rwanda Transport Development Agency (RTDA),"procuringEntity,buyer",TIN,RW-RRA-PE-550da73998220eebea5a5f6d1b14ac7f00ba7e6835bf1c29910b8eb4234ab811,Rwanda Transport Development Agency (RTDA),KG563 St.,KG563 St.,KG563 St.,6674 Kigali,Rwanda,Imena MUNYAMPENDA,info@rtda.gov.rw,0788519022
0.releases.1694.parties.1,0.releases.1694,0,RW-RRA-SUPLR-22d21c32ad4c6028eda993b63f4085a89f8e67a4c1d897641165d25a475aa2ad,HYCOGEC CONSULTANT  LTD,tenderer,TIN,RW-RRA-SUPLR-22d21c32ad4c6028eda993b63f4085a89f8e67a4c1d897641165d25a475aa2ad,HYCOGEC CONSULTANT  LTD,kamutwa :,RWA,,3382 KIGALI,Rwanda,RUTAGARAMA  Aimable,hycogec@ymail.com,"0788301068, 0783053290"
0.releases.1694.parties.2,0.releases.1694,0,RW-RRA-SUPLR-224c116e067ad906a26227e49885d36f7736edfb6a8a87a36c0ab230765015b8,T AND M CONSTRUCTION  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-224c116e067ad906a26227e49885d36f7736edfb6a8a87a36c0ab230765015b8,T AND M CONSTRUCTION  LTD,"MUSANZE, RWANDA",RWA,,161 Musanze,Rwanda,NDAHIMANA Jean Paul,tandmconstructionltd@gmail.com,0783244476
0.releases.1694.parties.3,0.releases.1694,0,RW-RRA-SUPLR-154905142cdff7b09f9d3e0de41ea7794a2568fd6726084a61350be2e044cfb3,BE MAMITIANA  LTD,tenderer,TIN,RW-RRA-SUPLR-154905142cdff7b09f9d3e0de41ea7794a2568fd6726084a61350be2e044cfb3,BE MAMITIANA  LTD,Gasabo,RWA,,4798 Kigali,Rwanda,NIYONSABA  ADRIEN,bemamitiana@gmail.com,0788777891
0.releases.1694.parties.4,0.releases.1694,0,RW-RRA-SUPLR-8a4ba47ff680f7249cd3808171bcdfe81197187231d77f222ccca57dbef9e178,TECOS Ltd,tenderer,TIN,RW-RRA-SUPLR-8a4ba47ff680f7249cd3808171bcdfe81197187231d77f222ccca57dbef9e178,TECOS Ltd,"24 KG 607 St , TECOS House , Kimihurura - Gasabo , Kigali - Rwanda.",RWA,,2025,Rwanda,Joseph D'Alembert BIZIMANA,office@tecosltd.com,0788318555
0.releases.1694.parties.5,0.releases.1694,0,RW-RRA-SUPLR-d5951ee053846d883904eee1e514b5aa1f7c2d4a9d11f8365b21f57c438ff0fc,MULTI - CONSTRUCT Ltd,tenderer,TIN,RW-RRA-SUPLR-d5951ee053846d883904eee1e514b5aa1f7c2d4a9d11f8365b21f57c438ff0fc,MULTI - CONSTRUCT Ltd,KIGALI- NYARUGENGE,RWA,,4670 KIGALI,Rwanda,NYIRINGABO  Pierre,multiconstruct09@gmail.com,"788531403, 788531403, 788531403"
0.releases.1694.parties.6,0.releases.1694,0,RW-RRA-SUPLR-5edb00ca9d5e8523c6317fa6bdb1c5f315606fe0b390a2aad30d7aa113e7240f,PRISMA Limited,tenderer,TIN,RW-RRA-SUPLR-5edb00ca9d5e8523c6317fa6bdb1c5f315606fe0b390a2aad30d7aa113e7240f,PRISMA Limited,Kimironko,RWA,,4509,Rwanda,RUHANGA BINEGO  William,Prismaltd1@gmail.com,"788304560, 789677070"
0.releases.1695.parties.0,0.releases.1695,0,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,"buyer,procuringEntity",TIN,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,KAYONZA,KAYONZA,KAYONZA,P O BOX 03 RWAMAGANA,Rwanda,NIYITANGA Jean Damascene,eskayonza@kayonza.gov.rw,"0788492576, 0788492576, 0788492576"
0.releases.1695.parties.1,0.releases.1695,0,RW-RRA-SUPLR-724d92ed6aedb81e86c32db4f8efa00f72598f6bd5e6cd2eee76ec9232f47cfc,LANITHA  GRAND COMPANY Ltd,tenderer,TIN,RW-RRA-SUPLR-724d92ed6aedb81e86c32db4f8efa00f72598f6bd5e6cd2eee76ec9232f47cfc,LANITHA  GRAND COMPANY Ltd,KIGALI,RWA,,,Rwanda,HIGIRO  Sonia,higirososo19@gmail.com,0795169981
0.releases.1696.parties.0,0.releases.1696,0,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,"buyer,procuringEntity",TIN,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,KAYONZA,KAYONZA,KAYONZA,P O BOX 03 RWAMAGANA,Rwanda,NIYITANGA Jean Damascene,eskayonza@kayonza.gov.rw,"0788492576, 0788492576, 0788492576"
0.releases.1696.parties.1,0.releases.1696,0,RW-RRA-SUPLR-947ffadefb8bcee714b43955c9d27b72d673dc2ba83eaf06a5fdd98a5b8f315b,FARMER EXTENSIONS AND SUPPLY Ltd,tenderer,TIN,RW-RRA-SUPLR-947ffadefb8bcee714b43955c9d27b72d673dc2ba83eaf06a5fdd98a5b8f315b,FARMER EXTENSIONS AND SUPPLY Ltd,KAYONZA-KABARONDO,RWA,,,Rwanda,NYANDWI Innocent,farmersextensions@gmail.com,788529581
0.releases.1697.parties.0,0.releases.1697,0,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,"procuringEntity,buyer",TIN,RW-RRA-PE-a3ed9f4661ec2cf0c5f0c9bde4cee8b336bf69c639407fa460f5c99d519a1074,KAYONZA DISTRICT,KAYONZA,KAYONZA,KAYONZA,P O BOX 03 RWAMAGANA,Rwanda,NIYITANGA Jean Damascene,eskayonza@kayonza.gov.rw,"0788492576, 0788492576, 0788492576"
0.releases.1697.parties.1,0.releases.1697,0,RW-RRA-SUPLR-18e53c0e3d53f365d5762df9152fc42c10c519c8ed34a73d07758c541477354f,COOPERATION FOR COMMON PROSPERITY(C.C.P COMPANY) Ltd,tenderer,TIN,RW-RRA-SUPLR-18e53c0e3d53f365d5762df9152fc42c10c519c8ed34a73d07758c541477354f,COOPERATION FOR COMMON PROSPERITY(C.C.P COMPANY) Ltd,GASABO/REMERA,RWA,,,Rwanda,SEMUKIZA  Augustin,augsemukiza@gmail.com,788632344
0.releases.1697.parties.2,0.releases.1697,0,RW-RRA-SUPLR-7f262c60d88522d3e2ca4c7f7b7a18ba81ee7d85bb682d8f8d1b3bc51abd7046,T.Q.S.P. (TOP QUALITY SEED  PRODUCTION  ) Ltd,tenderer,TIN,RW-RRA-SUPLR-7f262c60d88522d3e2ca4c7f7b7a18ba81ee7d85bb682d8f8d1b3bc51abd7046,T.Q.S.P. (TOP QUALITY SEED  PRODUCTION  ) Ltd,"Kayonza, Ndego",RWA,,,Rwanda,MUSANGANYA  Protais,topseeds.quality@gmail.com,0788682337
