_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.842.relatedProcesses.0,0.releases.842,0,P000019/2022/2023/4500003001,planning,Hotel services,ocid,ocds-ozzobm-P000019/2022/2023/4500003001
0.releases.843.relatedProcesses.0,0.releases.843,0,P000018/2024/2025/1421000000,planning,"Hiring broadcasting media houses to provide NESA with Radio ,television and online services ( Under Framework contract)",ocid,ocds-ozzobm-P000018/2024/2025/1421000000
0.releases.844.relatedProcesses.0,0.releases.844,0,P000038/2023/2024/4500003001,planning,Cleaning services,ocid,ocds-ozzobm-P000038/2023/2024/4500003001
0.releases.845.relatedProcesses.0,0.releases.845,0,P000021/2023/2024/4500003001,planning,Rehabilitation hospital buildings,ocid,ocds-ozzobm-P000021/2023/2024/4500003001
0.releases.846.relatedProcesses.0,0.releases.846,0,P000050/2025/2026/6100000000,planning,Construction of 3 ECD Classroom and Rehabilitation of 1 ECD Classroom under Revenue sharing Program,ocid,ocds-ozzobm-P000050/2025/2026/6100000000
0.releases.847.relatedProcesses.0,0.releases.847,0,P000006/2025/2026/6500003002,planning,Supply of Smart water tank,ocid,ocds-ozzobm-P000006/2025/2026/6500003002
0.releases.848.relatedProcesses.0,0.releases.848,0,P000132/2025/2026/1417000000,planning,Swimming subscription for Teaching physical education and sports,ocid,ocds-ozzobm-P000132/2025/2026/1417000000
0.releases.849.relatedProcesses.0,0.releases.849,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.850.relatedProcesses.0,0.releases.850,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.851.relatedProcesses.0,0.releases.851,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.852.relatedProcesses.0,0.releases.852,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.853.relatedProcesses.0,0.releases.853,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.854.relatedProcesses.0,0.releases.854,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.855.relatedProcesses.0,0.releases.855,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.856.relatedProcesses.0,0.releases.856,0,P000015/2025/2026/1500000000,planning,Supply of refreshment for Minisports Leadership,ocid,ocds-ozzobm-P000015/2025/2026/1500000000
0.releases.857.relatedProcesses.0,0.releases.857,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.858.relatedProcesses.0,0.releases.858,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.859.relatedProcesses.0,0.releases.859,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.860.relatedProcesses.0,0.releases.860,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.861.relatedProcesses.0,0.releases.861,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.862.relatedProcesses.0,0.releases.862,0,P000005/2023/2024/2300000000,planning,Tender for Acquisition of printing consumables and office stationaries,ocid,ocds-ozzobm-P000005/2023/2024/2300000000
0.releases.863.relatedProcesses.0,0.releases.863,0,P000005/2024/2025/2300000000,planning,Tender for Acquisition of gifts and awards,ocid,ocds-ozzobm-P000005/2024/2025/2300000000
0.releases.864.relatedProcesses.0,0.releases.864,0,P000005/2024/2025/2300000000,planning,Tender for Acquisition of gifts and awards,ocid,ocds-ozzobm-P000005/2024/2025/2300000000
0.releases.865.relatedProcesses.0,0.releases.865,0,P000018/2024/2025/1421000000,planning,"Hiring broadcasting media houses to provide NESA with Radio ,television and online services ( Under Framework contract)",ocid,ocds-ozzobm-P000018/2024/2025/1421000000
0.releases.866.relatedProcesses.0,0.releases.866,0,P000018/2024/2025/1421000000,planning,"Hiring broadcasting media houses to provide NESA with Radio ,television and online services ( Under Framework contract)",ocid,ocds-ozzobm-P000018/2024/2025/1421000000
0.releases.867.relatedProcesses.0,0.releases.867,0,P000016/2025/2026/6700003001,planning,FRAMEWORK AGREEMENT FOR SUPPLY CONSUMMABLES and PRINTING.,ocid,ocds-ozzobm-P000016/2025/2026/6700003001
0.releases.868.relatedProcesses.0,0.releases.868,0,P000016/2025/2026/1412008000,planning,Supply of small tools and consumables in Irrigation and drainage  Technology department,ocid,ocds-ozzobm-P000016/2025/2026/1412008000
0.releases.869.relatedProcesses.0,0.releases.869,0,P000016/2025/2026/1412008000,planning,Supply of small tools and consumables in Irrigation and drainage  Technology department,ocid,ocds-ozzobm-P000016/2025/2026/1412008000
0.releases.870.relatedProcesses.0,0.releases.870,0,P000092/2025/2026/1400000000,planning,Provision of  vehicle Insurance,ocid,ocds-ozzobm-P000092/2025/2026/1400000000
0.releases.871.relatedProcesses.0,0.releases.871,0,P000010/2023/2024/2300000000,planning,Tender related to the supply of Inyange products,ocid,ocds-ozzobm-P000010/2023/2024/2300000000
0.releases.872.relatedProcesses.0,0.releases.872,0,P000060/2023/2024/6500000000,planning,"Supervision of Production of quality tree seedlings, Afforestation, Reforestation, Agroforestry plantation and Fruit seedlings supply to the community in GAKENKE DISTRICT",ocid,ocds-ozzobm-P000060/2023/2024/6500000000
0.releases.873.relatedProcesses.0,0.releases.873,0,P000027/2025/2026/6100000000,planning,Supervision of construction of construction of 21 classrooms & 85 altrines,ocid,ocds-ozzobm-P000027/2025/2026/6100000000
0.releases.874.relatedProcesses.0,0.releases.874,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.875.relatedProcesses.0,0.releases.875,0,P000091/2023/2024/0901001015,planning,Recruiting consultant to carry out feasibility and detailed design study for rehabilitation and improvement of Nyarubogo marshland (150ha),ocid,ocds-ozzobm-P000091/2023/2024/0901001015
0.releases.876.relatedProcesses.0,0.releases.876,0,P000091/2023/2024/0901001015,planning,Recruiting consultant to carry out feasibility and detailed design study for rehabilitation and improvement of Nyarubogo marshland (150ha),ocid,ocds-ozzobm-P000091/2023/2024/0901001015
0.releases.877.relatedProcesses.0,0.releases.877,0,P000062/2025/2026/0108000000,planning,Hiring a professional service compny to provide translation services,ocid,ocds-ozzobm-P000062/2025/2026/0108000000
0.releases.878.relatedProcesses.0,0.releases.878,0,P000014/2024/2025/2314000000,planning,NCPD Cleaning services,ocid,ocds-ozzobm-P000014/2024/2025/2314000000
0.releases.879.relatedProcesses.0,0.releases.879,0,P000009/2025/2026/0901001017,planning,Supervision of Rehabilitation MCCs,ocid,ocds-ozzobm-P000009/2025/2026/0901001017
0.releases.880.relatedProcesses.0,0.releases.880,0,P000052/2025/2026/5900000000,planning,Decoration services for Nyamasheke District events,ocid,ocds-ozzobm-P000052/2025/2026/5900000000
0.releases.881.relatedProcesses.0,0.releases.881,0,P000052/2025/2026/5900000000,planning,Decoration services for Nyamasheke District events,ocid,ocds-ozzobm-P000052/2025/2026/5900000000
0.releases.882.relatedProcesses.0,0.releases.882,0,P000036/2025/2026/1500000000,planning,Transport services for staff,ocid,ocds-ozzobm-P000036/2025/2026/1500000000
0.releases.883.relatedProcesses.0,0.releases.883,0,P000107/2024/2025/1400000000,planning,Supply of Assistive Devices and Hygienic materials for students with disabilities,ocid,ocds-ozzobm-P000107/2024/2025/1400000000
0.releases.884.relatedProcesses.0,0.releases.884,0,P000107/2024/2025/1400000000,planning,Supply of Assistive Devices and Hygienic materials for students with disabilities,ocid,ocds-ozzobm-P000107/2024/2025/1400000000
0.releases.885.relatedProcesses.0,0.releases.885,0,P000004/2025/2026/2001000000,planning,Supply and installation of Office furniture for period of 4 months,ocid,ocds-ozzobm-P000004/2025/2026/2001000000
0.releases.886.relatedProcesses.0,0.releases.886,0,P000132/2025/2026/1417000000,planning,Swimming subscription for Teaching physical education and sports,ocid,ocds-ozzobm-P000132/2025/2026/1417000000
0.releases.887.relatedProcesses.0,0.releases.887,0,P000112/2025/2026/1417000000,planning,Provision of Insurance Packages for UR Long Term Assets,ocid,ocds-ozzobm-P000112/2025/2026/1417000000
0.releases.888.relatedProcesses.0,0.releases.888,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.889.relatedProcesses.0,0.releases.889,0,P000001/2025/2026/8500000000,planning,Supply of office stationary,ocid,ocds-ozzobm-P000001/2025/2026/8500000000
0.releases.890.relatedProcesses.0,0.releases.890,0,P000053/2025/2026/1806000000,planning,Provision of clearing and forwarding services under framework,ocid,ocds-ozzobm-P000053/2025/2026/1806000000
0.releases.891.relatedProcesses.0,0.releases.891,0,P000050/2025/2026/6100000000,planning,Construction of 3 ECD Classroom and Rehabilitation of 1 ECD Classroom under Revenue sharing Program,ocid,ocds-ozzobm-P000050/2025/2026/6100000000
0.releases.892.relatedProcesses.0,0.releases.892,0,P000056/2025/2026/6100000000,planning,Maintenance of road in Burera District,ocid,ocds-ozzobm-P000056/2025/2026/6100000000
0.releases.893.relatedProcesses.0,0.releases.893,0,P000032/2025/2026/1204000000,planning,"Tender for Supply of refreshments and beverages to RPPA(clean drinking water, milk and juice)",ocid,ocds-ozzobm-P000032/2025/2026/1204000000
0.releases.894.relatedProcesses.0,0.releases.894,0,P000019/2024/2025/2314000000,planning,Tender for Acquisition of office refreshment,ocid,ocds-ozzobm-P000019/2024/2025/2314000000
0.releases.895.relatedProcesses.0,0.releases.895,0,P000002/2022/2023/2308000000,planning,Hiring vehicles for transport service,ocid,ocds-ozzobm-P000002/2022/2023/2308000000
0.releases.896.relatedProcesses.0,0.releases.896,0,P000034/2025/2026/6100000000,planning,Insemination and vaccination,ocid,ocds-ozzobm-P000034/2025/2026/6100000000
0.releases.897.relatedProcesses.0,0.releases.897,0,P000016/2025/2026/4700003001,planning,500lph Drinking Water Purification Plant,ocid,ocds-ozzobm-P000016/2025/2026/4700003001
0.releases.898.relatedProcesses.0,0.releases.898,0,P000055/2025/2026/3100000000,planning,Supply of MINUBUMWE Stationary under framework contract,ocid,ocds-ozzobm-P000055/2025/2026/3100000000
0.releases.899.relatedProcesses.0,0.releases.899,0,P000055/2025/2026/3100000000,planning,Supply of MINUBUMWE Stationary under framework contract,ocid,ocds-ozzobm-P000055/2025/2026/3100000000
0.releases.900.relatedProcesses.0,0.releases.900,0,P000063/2024/2025/1802000000,planning,Urgent works of rehabilitation /Repair of damaged Road Sections Located on Kitabi -Shaba-Muganza Tea Factory and Muganza Tea Factory -Kibeho Unpaved District  Road under Design and Build Approach,ocid,ocds-ozzobm-P000063/2024/2025/1802000000
0.releases.901.relatedProcesses.0,0.releases.901,0,P000054/2025/2026/6100000000,planning,Supervision of Rehabilitation and construction of Cyanika health center,ocid,ocds-ozzobm-P000054/2025/2026/6100000000
0.releases.902.relatedProcesses.0,0.releases.902,0,P000008/2025/2026/5700000000,planning,Maintenance of Sound System,ocid,ocds-ozzobm-P000008/2025/2026/5700000000
0.releases.903.relatedProcesses.0,0.releases.903,0,P000008/2025/2026/5700000000,planning,Maintenance of Sound System,ocid,ocds-ozzobm-P000008/2025/2026/5700000000
0.releases.904.relatedProcesses.0,0.releases.904,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.905.relatedProcesses.0,0.releases.905,0,P000037/2025/2026/0800000000,planning,Insurance of minaffet vip cars,ocid,ocds-ozzobm-P000037/2025/2026/0800000000
0.releases.906.relatedProcesses.0,0.releases.906,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.907.relatedProcesses.0,0.releases.907,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.908.relatedProcesses.0,0.releases.908,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.909.relatedProcesses.0,0.releases.909,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.910.relatedProcesses.0,0.releases.910,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.911.relatedProcesses.0,0.releases.911,0,P000015/2025/2026/1602000000,planning,Supply of Hemodialysis consumables for NIPPRO Machines/ Medical consumables,ocid,ocds-ozzobm-P000015/2025/2026/1602000000
0.releases.912.relatedProcesses.0,0.releases.912,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.913.relatedProcesses.0,0.releases.913,0,P000085/2023/2024/1605000000,planning,"Tender for airing Radio/TV programs, and adverts, and announcement",ocid,ocds-ozzobm-P000085/2023/2024/1605000000
0.releases.914.relatedProcesses.0,0.releases.914,0,P000101/2025/2026/0702000000,planning,"Acquisition of curtain Nyarugenge CF, Nyamasheke CF and Nyamagabe CF",ocid,ocds-ozzobm-P000101/2025/2026/0702000000
0.releases.915.relatedProcesses.0,0.releases.915,0,P000001/2025/2026/0113000000,planning,Tender for supply of office furniture for RAEB,ocid,ocds-ozzobm-P000001/2025/2026/0113000000
0.releases.916.relatedProcesses.0,0.releases.916,0,P000096/2025/2026/0702000000,planning,Acquisition of water pump for RCS Headquarters,ocid,ocds-ozzobm-P000096/2025/2026/0702000000
0.releases.917.relatedProcesses.0,0.releases.917,0,P000026/2025/2026/1903000000,planning,Framework agreement to supply all in one desktops,ocid,ocds-ozzobm-P000026/2025/2026/1903000000
0.releases.918.relatedProcesses.0,0.releases.918,0,P000057/2025/2026/1903000000,planning,"A framework contract for supplying Uninterruptible Power Supplies (UPSs of 1KVA, 6KVA and 60KVA) for Government institutions",ocid,ocds-ozzobm-P000057/2025/2026/1903000000
0.releases.919.relatedProcesses.0,0.releases.919,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.920.relatedProcesses.0,0.releases.920,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.921.relatedProcesses.0,0.releases.921,0,P000086/2025/2026/5500000000,planning,"Providing insurance of assets of Nyabihu District (Motorcycles, motor vehicles & buildings",ocid,ocds-ozzobm-P000086/2025/2026/5500000000
0.releases.922.relatedProcesses.0,0.releases.922,0,P000086/2025/2026/5500000000,planning,"Providing insurance of assets of Nyabihu District (Motorcycles, motor vehicles & buildings",ocid,ocds-ozzobm-P000086/2025/2026/5500000000
0.releases.923.relatedProcesses.0,0.releases.923,0,P000086/2025/2026/5500000000,planning,"Providing insurance of assets of Nyabihu District (Motorcycles, motor vehicles & buildings",ocid,ocds-ozzobm-P000086/2025/2026/5500000000
0.releases.924.relatedProcesses.0,0.releases.924,0,P000086/2025/2026/5500000000,planning,"Providing insurance of assets of Nyabihu District (Motorcycles, motor vehicles & buildings",ocid,ocds-ozzobm-P000086/2025/2026/5500000000
0.releases.925.relatedProcesses.0,0.releases.925,0,P000231/2024/2025/1804000000,planning,Provision of Insurance Service for Government Buildings,ocid,ocds-ozzobm-P000231/2024/2025/1804000000
0.releases.926.relatedProcesses.0,0.releases.926,0,P000010/2025/2026/1808000000,planning,"Supervision  for Construction works of 16 latrines for schools, public places and health facilities in  Karongi, Rutsiro,Gatsibo,Kayonza  Districts",ocid,ocds-ozzobm-P000010/2025/2026/1808000000
0.releases.927.relatedProcesses.0,0.releases.927,0,P000009/2025/2026/1808000000,planning,"Supervision  for Construction works of 16 latrines for schools, public places and health facilities in Huye,Gisagara,Nyaruguru, Gicumbi  Districts",ocid,ocds-ozzobm-P000009/2025/2026/1808000000
0.releases.928.relatedProcesses.0,0.releases.928,0,P000031/2025/2026/1412008000,planning,Provision of cleaning services,ocid,ocds-ozzobm-P000031/2025/2026/1412008000
0.releases.929.relatedProcesses.0,0.releases.929,0,P000024/2024/2025/1808000000,planning,Supply water meters,ocid,ocds-ozzobm-P000024/2024/2025/1808000000
0.releases.930.relatedProcesses.0,0.releases.930,0,P000034/2025/2026/6100000000,planning,Insemination and vaccination,ocid,ocds-ozzobm-P000034/2025/2026/6100000000
0.releases.931.relatedProcesses.0,0.releases.931,0,P000092/2025/2026/1400000000,planning,Provision of  vehicle Insurance,ocid,ocds-ozzobm-P000092/2025/2026/1400000000
0.releases.932.relatedProcesses.0,0.releases.932,0,P000028/2025/2026/1420000000,planning,"Provision of Media Services to RTB (Radios, Televisions and Social media services)",ocid,ocds-ozzobm-P000028/2025/2026/1420000000
0.releases.933.relatedProcesses.0,0.releases.933,0,P000075/2025/2026/0400000000,planning,Repair and replacement of car shelter tents,ocid,ocds-ozzobm-P000075/2025/2026/0400000000
0.releases.934.relatedProcesses.0,0.releases.934,0,P000028/2025/2026/1420000000,planning,"Provision of Media Services to RTB (Radios, Televisions and Social media services)",ocid,ocds-ozzobm-P000028/2025/2026/1420000000
0.releases.935.relatedProcesses.0,0.releases.935,0,P000075/2025/2026/0400000000,planning,Repair and replacement of car shelter tents,ocid,ocds-ozzobm-P000075/2025/2026/0400000000
0.releases.936.relatedProcesses.0,0.releases.936,0,P000087/2023/2024/6300000000,planning,Upgrading of Cyuve Informal Settlement in Musanze City by Execution Works of Asphalt Roads.,ocid,ocds-ozzobm-P000087/2023/2024/6300000000
0.releases.937.relatedProcesses.0,0.releases.937,0,P000034/2025/2026/6100000000,planning,Insemination and vaccination,ocid,ocds-ozzobm-P000034/2025/2026/6100000000
0.releases.938.relatedProcesses.0,0.releases.938,0,P000014/2025/2026/0108000000,planning,Hiring a firm to supply uniforms to park staff,ocid,ocds-ozzobm-P000014/2025/2026/0108000000
0.releases.939.relatedProcesses.0,0.releases.939,0,P000046/2025/2026/1200000000,planning,Recruitment Services for Hiring of MINECOFIN Gym Attendant,ocid,ocds-ozzobm-P000046/2025/2026/1200000000
0.releases.940.relatedProcesses.0,0.releases.940,0,P000037/2025/2026/1808000000,planning,Feasibility and Detailed Design for the Rehabilitation and Upgrading of Kimisagara WTP,ocid,ocds-ozzobm-P000037/2025/2026/1808000000
0.releases.941.relatedProcesses.0,0.releases.941,0,P000038/2025/2026/1808000000,planning,Feasibility and Detailed Design for the Rehabilitation and Upgrading of Kimisagara WTP,ocid,ocds-ozzobm-P000038/2025/2026/1808000000
0.releases.942.relatedProcesses.0,0.releases.942,0,P000017/2025/2026/1412008000,planning,Supply of small tools and consumables in Agri Mechanization Technology department,ocid,ocds-ozzobm-P000017/2025/2026/1412008000
0.releases.943.relatedProcesses.0,0.releases.943,0,P000017/2025/2026/1412008000,planning,Supply of small tools and consumables in Agri Mechanization Technology department,ocid,ocds-ozzobm-P000017/2025/2026/1412008000
0.releases.944.relatedProcesses.0,0.releases.944,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.945.relatedProcesses.0,0.releases.945,0,P000001/2025/2026/1412008000,planning,Supply of tools and training consumables for Masonry in RP Gishari College,ocid,ocds-ozzobm-P000001/2025/2026/1412008000
0.releases.946.relatedProcesses.0,0.releases.946,0,P000020/2025/2026/0701000000,planning,SERVICE OF ADVERTISEMENT IN LOCAL DAILY ELECTRONIC MAGAZINE  ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000020/2025/2026/0701000000
0.releases.947.relatedProcesses.0,0.releases.947,0,P000032/2025/2026/1204000000,planning,"Tender for Supply of refreshments and beverages to RPPA(clean drinking water, milk and juice)",ocid,ocds-ozzobm-P000032/2025/2026/1204000000
0.releases.948.relatedProcesses.0,0.releases.948,0,P000011/2023/2024/1204000000,planning,Provide Services of codification and engraving of RPPA Assets,ocid,ocds-ozzobm-P000011/2023/2024/1204000000
0.releases.949.relatedProcesses.0,0.releases.949,0,P000032/2025/2026/0200000000,planning,Maintenance and repair of photocopying machines,ocid,ocds-ozzobm-P000032/2025/2026/0200000000
0.releases.950.relatedProcesses.0,0.releases.950,0,P000026/2024/2025/4200003002,planning,Repair and maintain hospital Incinerator and spare parts,ocid,ocds-ozzobm-P000026/2024/2025/4200003002
0.releases.951.relatedProcesses.0,0.releases.951,0,P000069/2024/2025/4200000000,planning,Construction works for improving capacity of water spring and extension of Gihengeri Water Supply System to Nyabiheke Refugee Camp,ocid,ocds-ozzobm-P000069/2024/2025/4200000000
0.releases.952.relatedProcesses.0,0.releases.952,0,P000024/2025/2026/1412008000,planning,Provision of Hotel Services in zone of  Rwamagana and  Kayonza,ocid,ocds-ozzobm-P000024/2025/2026/1412008000
0.releases.953.relatedProcesses.0,0.releases.953,0,P000024/2025/2026/1412008000,planning,Provision of Hotel Services in zone of  Rwamagana and  Kayonza,ocid,ocds-ozzobm-P000024/2025/2026/1412008000
0.releases.954.relatedProcesses.0,0.releases.954,0,P000023/2024/2025/2304000000,planning,Provision of sport and recreation facilities services,ocid,ocds-ozzobm-P000023/2024/2025/2304000000
0.releases.955.relatedProcesses.0,0.releases.955,0,P000008/2025/2026/5400000000,planning,Annual framework tender for supply of food stuffs and other materials for transit center in Rusizi District,ocid,ocds-ozzobm-P000008/2025/2026/5400000000
0.releases.956.relatedProcesses.0,0.releases.956,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.957.relatedProcesses.0,0.releases.957,0,P000008/2025/2026/5400000000,planning,Annual framework tender for supply of food stuffs and other materials for transit center in Rusizi District,ocid,ocds-ozzobm-P000008/2025/2026/5400000000
0.releases.958.relatedProcesses.0,0.releases.958,0,P000029/2025/2026/4100000000,planning,Construction of Nyamata Health Center,ocid,ocds-ozzobm-P000029/2025/2026/4100000000
0.releases.959.relatedProcesses.0,0.releases.959,0,P000001/2025/2026/1412008000,planning,Supply of tools and training consumables for Masonry in RP Gishari College,ocid,ocds-ozzobm-P000001/2025/2026/1412008000
0.releases.960.relatedProcesses.0,0.releases.960,0,P000023/2025/2026/0200000000,planning,Supplying and installation of conference screen monitor,ocid,ocds-ozzobm-P000023/2025/2026/0200000000
0.releases.961.relatedProcesses.0,0.releases.961,0,P000024/2025/2026/1412008000,planning,Provision of Hotel Services in zone of  Rwamagana and  Kayonza,ocid,ocds-ozzobm-P000024/2025/2026/1412008000
0.releases.962.relatedProcesses.0,0.releases.962,0,P000016/2025/2026/1412008000,planning,Supply of small tools and consumables in Irrigation and drainage  Technology department,ocid,ocds-ozzobm-P000016/2025/2026/1412008000
0.releases.963.relatedProcesses.0,0.releases.963,0,P000017/2025/2026/1412008000,planning,Supply of small tools and consumables in Agri Mechanization Technology department,ocid,ocds-ozzobm-P000017/2025/2026/1412008000
0.releases.964.relatedProcesses.0,0.releases.964,0,P000090/2024/2025/0701000000,planning,SERVICE FOR MAINTENANCE OF ELEVATOR LIFT FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000090/2024/2025/0701000000
0.releases.965.relatedProcesses.0,0.releases.965,0,P000049/2025/2026/5600000000,planning,"Tender for Supply and installation of acoustic Solution,security checking equipment, outdoor display screen, remoted curtains, projectors and HVAC Systems in Rubavu District Hall",ocid,ocds-ozzobm-P000049/2025/2026/5600000000
0.releases.966.relatedProcesses.0,0.releases.966,0,P000016/2025/2026/6700003001,planning,FRAMEWORK AGREEMENT FOR SUPPLY CONSUMMABLES and PRINTING.,ocid,ocds-ozzobm-P000016/2025/2026/6700003001
0.releases.967.relatedProcesses.0,0.releases.967,0,P000031/2025/2026/1412008000,planning,Provision of cleaning services,ocid,ocds-ozzobm-P000031/2025/2026/1412008000
0.releases.968.relatedProcesses.0,0.releases.968,0,P000020/2025/2026/6700003001,planning,"purchase materials for hospital infrastructure maintenance and rehabilitation (construction,electrical and plumbing)",ocid,ocds-ozzobm-P000020/2025/2026/6700003001
0.releases.969.relatedProcesses.0,0.releases.969,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.970.relatedProcesses.0,0.releases.970,0,P000011/2025/2026/4200003002,planning,"Maintenance and repair of air conditioners, hospital fridge and mortuary fridge",ocid,ocds-ozzobm-P000011/2025/2026/4200003002
0.releases.971.relatedProcesses.0,0.releases.971,0,P000011/2025/2026/4200003002,planning,"Maintenance and repair of air conditioners, hospital fridge and mortuary fridge",ocid,ocds-ozzobm-P000011/2025/2026/4200003002
0.releases.972.relatedProcesses.0,0.releases.972,0,P000050/2025/2026/4000000000,planning,VACCINATION AND INSEMINATION OF ANIMALS IN NGOMA DISTRICT,ocid,ocds-ozzobm-P000050/2025/2026/4000000000
0.releases.973.relatedProcesses.0,0.releases.973,0,P000050/2025/2026/4000000000,planning,VACCINATION AND INSEMINATION OF ANIMALS IN NGOMA DISTRICT,ocid,ocds-ozzobm-P000050/2025/2026/4000000000
0.releases.974.relatedProcesses.0,0.releases.974,0,P000011/2025/2026/4200003002,planning,"Maintenance and repair of air conditioners, hospital fridge and mortuary fridge",ocid,ocds-ozzobm-P000011/2025/2026/4200003002
0.releases.975.relatedProcesses.0,0.releases.975,0,P000046/2022/2023/4500000000,planning,Supply of office stationary,ocid,ocds-ozzobm-P000046/2022/2023/4500000000
0.releases.976.relatedProcesses.0,0.releases.976,0,P000007/2025/2026/1420000000,planning,Provision of Asset codification services,ocid,ocds-ozzobm-P000007/2025/2026/1420000000
0.releases.977.relatedProcesses.0,0.releases.977,0,P000001/2023/2024/4500000000,planning,Hiring of Private Lawyer of Nyagatare District,ocid,ocds-ozzobm-P000001/2023/2024/4500000000
0.releases.978.relatedProcesses.0,0.releases.978,0,P000022/2025/2026/5600003001,planning,Tender for ICT MAINTENANCE AND SUPPLY OF ACCESSORIES,ocid,ocds-ozzobm-P000022/2025/2026/5600003001
0.releases.979.relatedProcesses.0,0.releases.979,0,P000039/2025/2026/1200000000,planning,Fixed Asset Inventory Update & Coding,ocid,ocds-ozzobm-P000039/2025/2026/1200000000
0.releases.980.relatedProcesses.0,0.releases.980,0,P000019/2022/2023/8300000000,planning,MAINTENANCE OF 5 STABILIZERS OF 100KVA CAPACITY,ocid,ocds-ozzobm-P000019/2022/2023/8300000000
0.releases.981.relatedProcesses.0,0.releases.981,0,P000020/2024/2025/1200000000,planning,"Provision of Venue for Meetings, Conferences and Accommodation",ocid,ocds-ozzobm-P000020/2024/2025/1200000000
0.releases.982.relatedProcesses.0,0.releases.982,0,P000045/2024/2025/1200000000,planning,Provision of Cleaning services for MINECOFIN buildings,ocid,ocds-ozzobm-P000045/2024/2025/1200000000
