_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.1648.contracts.0.amendments.0,0.releases.1648,0.releases.1648.contracts.0,0,ocds-ozzobm-000012/C/NCB/2023/2024/1804000000-CP-120120261216-69yTTLJ5pX,2026-01-12T12:16:05Z,"The purpose of this amendment is to increase the Consultant fees as approved by Inter-Institutional Penal minutes of 24/12/2025. 

Consultant is requested to update performance security to cover the new amount of the contract.","The purpose of this amendment is to increase the Consultant fees as approved by Inter-Institutional Penal minutes of 24/12/2025. 

Consultant is requested to update performance security to cover the new amount of the contract."
0.releases.1648.contracts.0.amendments.1,0.releases.1648,0.releases.1648.contracts.0,0,ocds-ozzobm-000012/C/NCB/2023/2024/1804000000-CP-021220251655-x7trkdvom0,2025-12-02T16:55:21Z,"The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period"
0.releases.1648.contracts.0.amendments.2,0.releases.1648,0.releases.1648.contracts.0,0,ocds-ozzobm-000012/C/NCB/2023/2024/1804000000-CP-091220251328-l3feDMaELx,2025-12-09T13:28:06Z,"The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period"
0.releases.1648.contracts.0.amendments.3,0.releases.1648,0.releases.1648.contracts.0,0,ocds-ozzobm-000012/C/NCB/2023/2024/1804000000-CP-280420251546-8fU0kSDNQp,2025-04-28T15:46:32Z,"The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period"
0.releases.1648.contracts.0.amendments.4,0.releases.1648,0.releases.1648.contracts.0,0,ocds-ozzobm-000012/C/NCB/2023/2024/1804000000-CP-290420251210-JlFETUSlXC,2025-04-29T12:10:38Z,"The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to seven months starting from 29/04/2025 

Consultant is requested to update performance security to cover extended period"
0.releases.1652.contracts.0.amendments.0,0.releases.1652,0.releases.1652.contracts.0,0,ocds-ozzobm-000005/G/ICB/2022/2023/1903001001-CP-070120261023-sdh7fckqRt,2026-01-07T10:23:37Z,This contract amendment No 1 intends to extend the contract for additional 3 months commencing on 17th of December 2025 to the 16th of March 2026 with no cost implication.,This contract amendment No 1 intends to extend the contract for additional 3 months commencing on 17th of December 2025 to the 16th of March 2026 with no cost implication.
0.releases.1655.contracts.0.amendments.0,0.releases.1655,0.releases.1655.contracts.0,0,ocds-ozzobm-000004/NC/NCB/2022/2023/6200000000-CP-120120261341-gmrNtIopSf,2026-01-12T13:41:36Z,"this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year.
contract extension for period of one months","this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year.
contract extension for period of one months"
0.releases.1655.contracts.0.amendments.1,0.releases.1655,0.releases.1655.contracts.0,0,ocds-ozzobm-000004/NC/NCB/2022/2023/6200000000-CP-080120241723-gyYm0M07pA,2024-01-08T17:23:31Z,this contract is renewable for second year  after initial year executed well,this contract is renewable for second year  after initial year executed well
0.releases.1655.contracts.0.amendments.2,0.releases.1655,0.releases.1655.contracts.0,0,ocds-ozzobm-000004/NC/NCB/2022/2023/6200000000-CP-100120241037-UFG9JxZmxd,2024-01-10T10:37:27Z,this contract is renewable for second year  after initial year executed well,this contract is renewable for second year  after initial year executed well
0.releases.1655.contracts.0.amendments.3,0.releases.1655,0.releases.1655.contracts.0,0,ocds-ozzobm-000004/NC/NCB/2022/2023/6200000000-CP-130120251127-f8spCJMntT,2025-01-13T11:27:59Z,"this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year.","this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year."
0.releases.1655.contracts.0.amendments.4,0.releases.1655,0.releases.1655.contracts.0,0,ocds-ozzobm-000004/NC/NCB/2022/2023/6200000000-CP-130120251611-2k5Ag1Jpsn,2025-01-13T16:11:41Z,"this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year.","this contract is renewable for second year  after initial year executed wel
This contract is renewed  for third year."
0.releases.1656.contracts.0.amendments.0,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-050120261143-e6bJSSUOUB,2026-01-05T11:43:50Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client”; represented by Mr. RUHAMYAMBUGA Olivier, Executive Secretary of Rubavu District, having its principal place at Gisenyi sector, Nengo Cell; email: rubavudistrict@rubavu.gov.rw; P.O BOX 173Gisenyi, Western province; Tel: + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a two-year extension period to be expired on 05/01/2026, parties agreed to extend this contract for an additional period of four (4) month counted from 06/01/2026 to 05/05/2026.
Article two: Validity of other articles
The parties agreed and concluded that all other articles of the contract remain valid in force
Done Tat Rubavu, 05/01/2026

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client”; represented by Mr. RUHAMYAMBUGA Olivier, Executive Secretary of Rubavu District, having its principal place at Gisenyi sector, Nengo Cell; email: rubavudistrict@rubavu.gov.rw; P.O BOX 173Gisenyi, Western province; Tel: + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a two-year extension period to be expired on 05/01/2026, parties agreed to extend this contract for an additional period of four (4) month counted from 06/01/2026 to 05/05/2026.
Article two: Validity of other articles
The parties agreed and concluded that all other articles of the contract remain valid in force
Done Tat Rubavu, 05/01/2026

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1656.contracts.0.amendments.1,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-060120261441-tWoAKs1FMF,2026-01-06T14:41:11Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client”; represented by Mr. RUHAMYAMBUGA Olivier, Executive Secretary of Rubavu District, having its principal place at Gisenyi sector, Nengo Cell; email: rubavudistrict@rubavu.gov.rw; P.O BOX 173Gisenyi, Western province; Tel: + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a two-year extension period to be expired on 05/01/2026, parties agreed to extend this contract for an additional period of four (4) month counted from 06/01/2026 to 05/05/2026.
Article two: Validity of other articles
The parties agreed and concluded that all other articles of the contract remain valid in force
Done Tat Rubavu, 05/01/2026

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client”; represented by Mr. RUHAMYAMBUGA Olivier, Executive Secretary of Rubavu District, having its principal place at Gisenyi sector, Nengo Cell; email: rubavudistrict@rubavu.gov.rw; P.O BOX 173Gisenyi, Western province; Tel: + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a two-year extension period to be expired on 05/01/2026, parties agreed to extend this contract for an additional period of four (4) month counted from 06/01/2026 to 05/05/2026.
Article two: Validity of other articles
The parties agreed and concluded that all other articles of the contract remain valid in force
Done Tat Rubavu, 05/01/2026

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1656.contracts.0.amendments.2,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-230120241823-4qbNVQ1eN0,2024-01-23T18:23:50Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR  MAINTENANCE OF VEHICLES  AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, for a period of one year to be expired on 05/01/2024, parties agreed to extend this contract for an additional period of one year counted from 06/01/2024 to 05/01/2025.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 09/11/2023

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District

For and on behalf of GARAGE SINGLE POWER

By: 
Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR  MAINTENANCE OF VEHICLES  AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, for a period of one year to be expired on 05/01/2024, parties agreed to extend this contract for an additional period of one year counted from 06/01/2024 to 05/01/2025.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 09/11/2023

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District

For and on behalf of GARAGE SINGLE POWER

By: 
Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1656.contracts.0.amendments.3,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-290120241125-4AbmkuC5Kl,2024-01-29T11:25:41Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR  MAINTENANCE OF VEHICLES  AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, for a period of one year to be expired on 05/01/2024, parties agreed to extend this contract for an additional period of one year counted from 06/01/2024 to 05/01/2025.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 09/11/2023

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District

For and on behalf of GARAGE SINGLE POWER

By: 
Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR  MAINTENANCE OF VEHICLES  AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, for a period of one year to be expired on 05/01/2024, parties agreed to extend this contract for an additional period of one year counted from 06/01/2024 to 05/01/2025.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 09/11/2023

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District

For and on behalf of GARAGE SINGLE POWER

By: 
Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1656.contracts.0.amendments.4,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-050120251544-smzn3s1wyO,2025-01-05T15:44:10Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a one year extension period to be expired on 05/01/2025, parties agreed to extend this contract for an additional period of one year counted from 06/01/2025 to 05/01/2026.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 03/01/2024

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a one year extension period to be expired on 05/01/2025, parties agreed to extend this contract for an additional period of one year counted from 06/01/2025 to 05/01/2026.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 03/01/2024

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1656.contracts.0.amendments.5,0.releases.1656,0.releases.1656.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2021/2022/5600000000-CP-090120251154-L2rnYHooiA,2025-01-09T11:54:56Z,"CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a one year extension period to be expired on 05/01/2025, parties agreed to extend this contract for an additional period of one year counted from 06/01/2025 to 05/01/2026.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 03/01/2024

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
","CONTRACT AMENDMENT TO THE CONTRACT NO 00-000005/NC/NCB/2021/2022RUB FOR MAINTENANCE OF VEHICLES AND MOTO VEHICLES OF RUBAVU DISTRICT

This agreement is entered between RUBAVU DIATRICT hereafter called “the client” ; represented by Mr. RUHAMYAMBUGA Olivier , Executive Secretary of Rubavu District , having its principal place at Gisenyi sector, Nengo Cell; email : rubavudistrict@rubavu.gov.rw ; P.O BOX 173Gisenyi, Western province; Tel : + 250788441982 on one hand
                                          And 
GARAGE SINGLE POWER LTD, incorporated in RWANDA under the registration number: TIN 103072570; represented by the Managing Director Mr. NIYITEGEKA David whose ID number 1198080098674027 telephone number: 788894333, e-mail: garagesinglepower@yahoo.fr hereinafter referred to as the “service provider”
Article one: the purpose of this amendment
The purpose of this amendment is to extend the contract period where the initial contract is for period of contract of one year counted from the date of signing it by both parties. Considering that the contract was signed on 05/01/2023, with a one year extension period to be expired on 05/01/2025, parties agreed to extend this contract for an additional period of one year counted from 06/01/2025 to 05/01/2026.
Article two: Validity of other articles
The parties agreed and conclude that all other articles of the contract remain valid in force
Done Tat Rubavu, 03/01/2024

For and on behalf of Rubavu District 
By:
Name: RUHAMYAMBUGA Olivier
Title: Executive Secretary of Rubavu District


For and on behalf of GARAGE SINGLE POWER
By: Name: NIYITEGEKA David.
Title: Managing Director
"
0.releases.1657.contracts.0.amendments.0,0.releases.1657,0.releases.1657.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/2306570000-CP-060120261737-9JZhMo9RlY,2026-01-06T17:37:48Z,"This amendment is made in order to implement the assigned responsibilities as per the Memorandum of Understanding signed between Rwanda Demobilization and reintegration Commission, Rwanda Space Agency (RSA) and Rwanda Journalists Association (ARJ) on 1st July 2025 for management of shared services at Hallmark Centre building.  

The amendment of the contract  necessitates an 'increase of 1,853,493Frw for cleaning service at the Headquarters of RDRC. The request would raise the contract amount to 3,253,494Frw (2,400.000Frw for cleaning service at the Headquarters of RDRC and 853,494Frw for cleaning services of centers), reflecting an additional increase of 1,853,493Frw representing an increment of +132%.

As per the provision of article article of 89 of Ministerial Order, no: 001/23/10/TC of 10/10/2023 establishing regulations governing public procurement and the RPPA recommendation dated on 8/10/2025 as per the letter Ref:010/2025/2026-0176/RPPA, this amendment is approved by the inter-institutional panel as per the meeting minutes of 24th December 2025. The amendment is effective from 24, December 2025","This amendment is made in order to implement the assigned responsibilities as per the Memorandum of Understanding signed between Rwanda Demobilization and reintegration Commission, Rwanda Space Agency (RSA) and Rwanda Journalists Association (ARJ) on 1st July 2025 for management of shared services at Hallmark Centre building.  

The amendment of the contract  necessitates an 'increase of 1,853,493Frw for cleaning service at the Headquarters of RDRC. The request would raise the contract amount to 3,253,494Frw (2,400.000Frw for cleaning service at the Headquarters of RDRC and 853,494Frw for cleaning services of centers), reflecting an additional increase of 1,853,493Frw representing an increment of +132%.

As per the provision of article article of 89 of Ministerial Order, no: 001/23/10/TC of 10/10/2023 establishing regulations governing public procurement and the RPPA recommendation dated on 8/10/2025 as per the letter Ref:010/2025/2026-0176/RPPA, this amendment is approved by the inter-institutional panel as per the meeting minutes of 24th December 2025. The amendment is effective from 24, December 2025"
0.releases.1657.contracts.0.amendments.1,0.releases.1657,0.releases.1657.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/2306570000-CP-080120260958-RE4arBCoC1,2026-01-08T09:58:42Z,"This amendment is made in order to implement the assigned responsibilities as per the Memorandum of Understanding signed between Rwanda Demobilization and reintegration Commission, Rwanda Space Agency (RSA) and Rwanda Journalists Association (ARJ) on 1st July 2025 for management of shared services at Hallmark Centre building.  

The amendment of the contract  necessitates an 'increase of 1,853,493Frw for cleaning service at the Headquarters of RDRC. The request would raise the contract amount to 3,253,494Frw (2,400.000Frw for cleaning service at the Headquarters of RDRC and 853,494Frw for cleaning services of centers), reflecting an additional increase of 1,853,493Frw representing an increment of +132%.

As per the provision of article article of 89 of Ministerial Order, no: 001/23/10/TC of 10/10/2023 establishing regulations governing public procurement and the RPPA recommendation dated on 8/10/2025 as per the letter Ref:010/2025/2026-0176/RPPA, this amendment is approved by the inter-institutional panel as per the meeting minutes of 24th December 2025. The amendment is effective from 24, December 2025","This amendment is made in order to implement the assigned responsibilities as per the Memorandum of Understanding signed between Rwanda Demobilization and reintegration Commission, Rwanda Space Agency (RSA) and Rwanda Journalists Association (ARJ) on 1st July 2025 for management of shared services at Hallmark Centre building.  

The amendment of the contract  necessitates an 'increase of 1,853,493Frw for cleaning service at the Headquarters of RDRC. The request would raise the contract amount to 3,253,494Frw (2,400.000Frw for cleaning service at the Headquarters of RDRC and 853,494Frw for cleaning services of centers), reflecting an additional increase of 1,853,493Frw representing an increment of +132%.

As per the provision of article article of 89 of Ministerial Order, no: 001/23/10/TC of 10/10/2023 establishing regulations governing public procurement and the RPPA recommendation dated on 8/10/2025 as per the letter Ref:010/2025/2026-0176/RPPA, this amendment is approved by the inter-institutional panel as per the meeting minutes of 24th December 2025. The amendment is effective from 24, December 2025"
